Cultivar,Block,Plant,Mat ID,Plant cycle,Date planted,Date shooting,Date harvest,Pseudostem height (cm) (shooting),Pseudostem girth (cm) (shooting),Height of following sucker (cm) (shooting),Bunch weight (kg),Number of hands,Number of fruits in bunch,Weight of fruit (g),Number of functional leaves (shooting),Number of functional leaves (harvest),Disease development time (days),Average youngest leaf spotted (between weeks 17 to 21),Data for YLS are averaged per replication (per block)
BITA2,A,10,BITA2A10,mother,1/4/2002,12/26/2002,4/4/2003,398,86,213,16.4,9,140,14.75,10,6,71,8.32,
BITA2,B,1,BITA2B1,mother,1/4/2002,11/28/2002,NA,450,110,400,23.2,11,192,19.45,12,6,84,6.3,
BITA2,B,2,BITA2B2,mother,1/4/2002,12/7/2002,3/15/2003,420,108,398,14.05,9,156,11.2,12,6,81,6.3,
BITA2,B,3,BITA2B3,mother,1/4/2002,2/6/2003,4/26/2003,438,117,364,15,9,143,13.35,10,7,NA,6.3,
BITA2,B,4,BITA2B4,mother,1/4/2002,1/8/2003,4/26/2003,443,114,329,15.4,10,142,13.5,12,7,83,6.3,
BITA2,B,5,BITA2B5,mother,1/4/2002,1/8/2003,4/26/2003,442,115,328,18.2,11,160,16.2,11,7,86,6.3,
BITA2,B,6,BITA2B6,mother,1/4/2002,12/24/2002,4/5/2003,412,105,380,13.95,10,158,12.05,12,8,99,6.3,
BITA2,B,7,BITA2B7,mother,1/4/2002,12/26/2002,NA,432,112,410,NA,NA,NA,NA,11,NA,NA,6.3,
BITA2,B,8,BITA2B8,mother,1/4/2002,1/26/2003,NA,438,116,426,NA,NA,NA,NA,12,NA,NA,6.3,
BITA2,B,9,BITA2B9,mother,1/4/2002,12/18/2002,4/26/2003,429,110,394,15.9,9,141,13.7,11,8,NA,6.3,
BITA2,B,10,BITA2B10,mother,1/4/2002,12/18/2002,4/26/2003,423,106,368,23.4,11,181,21.1,12,5,95,6.3,
BITA2,C,1,BITA2C1,mother,1/4/2002,3/6/2003,6/11/2003,417,108,384,18.8,8,117,17.05,10,10,89,6.224444444,
BITA2,C,2,BITA2C2,mother,1/4/2002,1/20/2003,4/26/2003,420,110,290,16.1,10,159,14.1,11,6,87,6.224444444,
BITA2,C,3,BITA2C3,mother,1/4/2002,11/26/2002,3/18/2003,410,101,375,12.8,8,123,10.95,12,6,NA,6.224444444,
BITA2,C,4,BITA2C4,mother,1/4/2002,3/15/2003,7/25/2003,411,112,300,18,9,143,17.4,10,7,NA,6.224444444,
BITA2,C,5,BITA2C5,mother,1/4/2002,12/20/2002,4/26/2003,415,105,268,12.3,6,81,10.8,12,8,NA,6.224444444,
BITA2,C,6,BITA2C6,mother,1/4/2002,12/5/2002,4/26/2003,394,98,324,23.3,9,135,20.6,11,5,NA,6.224444444,
BITA2,C,7,BITA2C7,mother,1/4/2002,11/28/2002,4/26/2003,415,105,364,21,10,146,18.5,12,6,NA,6.224444444,
BITA2,C,8,BITA2C8,mother,1/4/2002,1/20/2003,4/26/2003,398,112,300,16.8,9,242,14.8,12,5,NA,6.224444444,
BITA2,C,9,BITA2C9,mother,1/4/2002,3/6/2003,6/11/2003,412,104,325,28.25,9,122,26.25,9,7,80,6.224444444,
BITA2,C,10,BITA2C10,mother,1/4/2002,1/26/2003,4/26/2003,432,115,364,18.3,10,159,15.4,10,6,80,6.224444444,
BITA2,D,1,BITA2D1,mother,1/4/2002,12/5/2002,4/26/2003,410,108,365,17.7,10,146,15.9,11,7,58,10.68,
BITA2,D,2,BITA2D2,mother,1/4/2002,12/10/2002,NA,418,99,330,18.5,9,142,16.3,11,8,66,10.68,
BITA2,D,3,BITA2D3,mother,1/4/2002,12/5/2002,4/5/2003,408,107,375,17.35,9,142,15.5,11,7,67,10.68,
BITA2,D,4,BITA2D4,mother,1/4/2002,12/20/2002,NA,411,103,310,17.85,9,149,15.65,12,6,63,10.68,
BITA2,D,5,BITA2D5,mother,1/4/2002,12/5/2002,4/5/2003,411,105,276,19.2,9,142,17.3,12,7,71,10.68,
BITA2,D,6,BITA2D6,mother,1/4/2002,11/15/2002,3/18/2003,398,105.5,317,18.6,9,153,15.6,11,8,67,10.68,
BITA2,D,7,BITA2D7,mother,1/4/2002,11/25/2002,3/18/2003,408,108,364,14,8,132,11.55,12,8,71,10.68,
BITA2,D,8,BITA2D8,mother,1/4/2002,12/2/2002,4/26/2003,394,107,380,17.5,10,155,15.55,10,7,76,10.68,
BITA2,D,9,BITA2D9,mother,1/4/2002,1/10/2003,4/26/2003,398,113,340,17,10,162,15.5,11,8,70,10.68,
BITA2,D,10,BITA2D10,mother,1/4/2002,1/18/2003,4/26/2003,400,115,302,15.7,9,145,13.6,12,7,63,10.68,
CRBP39,A,1,CRPB39A1,mother,1/4/2002,9/6/2002,12/14/2002,391,102,122,29.05,9,136,29.95,14,4,85,7.483333333,
CRBP39,A,2,CRPB39A2,mother,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.483333333,
CRBP39,A,3,CRPB39A3,mother,1/4/2002,8/28/2002,12/14/2002,400,97,91,28.75,8,125,26.45,13,4,NA,7.483333333,
CRBP39,A,4,CRPB39A4,mother,1/4/2002,10/8/2002,1/14/2003,420,98,119,28.25,8,125,25.95,13,7,NA,7.483333333,
CRBP39,A,5,CRPB39A5,mother,1/4/2002,8/21/2002,12/17/2002,383,98.5,61,29,8,127,27.15,13,4,NA,7.483333333,
CRBP39,A,6,CRPB39A6,mother,1/4/2002,9/28/2002,1/14/2003,425,102,124,31.9,8,129,28.8,12,6,78,7.483333333,
CRBP39,A,7,CRPB39A7,mother,1/4/2002,10/1/2002,1/14/2003,439,99,148,25.75,8,131,23.45,11,5,NA,7.483333333,
CRBP39,A,8,CRPB39A8,mother,1/4/2002,9/5/2002,12/23/2002,410,96,70,25.4,8,120,23.15,10,NA,NA,7.483333333,
CRBP39,A,9,CRPB39A9,mother,1/4/2002,9/16/2002,1/3/2003,448,104,99,36.85,9,136,33.9,13,6,NA,7.483333333,
CRBP39,A,10,CRPB39A10,mother,1/4/2002,9/28/2002,1/9/2003,398,92,106,14.4,6,88,12.7,14,4,85,7.483333333,
CRBP39,B,1,CRPB39B1,mother,1/4/2002,9/6/2002,1/28/2003,391,102,122,29.05,9,136,29.95,14,4,86,8.987777778,
CRBP39,B,2,CRPB39B2,mother,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84,8.987777778,
CRBP39,B,3,CRPB39B3,mother,1/4/2002,8/28/2002,2/8/2003,400,97,91,28.75,8,125,26.45,13,4,86,8.987777778,
CRBP39,B,4,CRPB39B4,mother,1/4/2002,10/8/2002,12/14/2002,420,98,119,28.25,8,125,25.95,13,7,NA,8.987777778,
CRBP39,B,5,CRPB39B5,mother,1/4/2002,8/21/2002,NA,383,98.5,61,NA,NA,NA,NA,13,NA,84,8.987777778,
CRBP39,B,6,CRPB39B6,mother,1/4/2002,9/28/2002,2/8/2003,425,102,124,31.9,8,129,28.8,12,6,NA,8.987777778,
CRBP39,B,7,CRPB39B7,mother,1/4/2002,10/1/2002,12/24/2002,439,99,148,25.75,7,131,23.45,11,5,86,8.987777778,
CRBP39,B,8,CRPB39B8,mother,1/4/2002,9/5/2002,2/8/2003,410,96,70,25.4,8,120,23.15,10,NA,79,8.987777778,
CRBP39,B,9,CRPB39B9,mother,1/4/2002,9/16/2002,1/7/2003,448,104,99,36.85,9,136,33.9,13,6,95,8.987777778,
CRBP39,B,10,CRPB39B10,mother,1/4/2002,9/28/2002,2/8/2003,398,92,106,14.4,6,88,12.7,14,4,79,8.987777778,
CRBP39,C,1,CRPB39C1,mother,1/4/2002,8/27/2002,12/14/2002,401,103.8,101.8,29.1,8,129,26.9,13,4,NA,7.226666667,
CRBP39,C,2,CRPB39C2,mother,1/4/2002,9/7/2002,12/14/2002,397,97,100,27.2,8,127,24.8,9,4,NA,7.226666667,
CRBP39,C,3,CRPB39C3,mother,1/4/2002,9/16/2002,12/31/2002,373,80,67,27.75,7,110,25.6,13,5,NA,7.226666667,
CRBP39,C,4,CRPB39C4,mother,1/4/2002,8/30/2002,12/14/2002,394,98,98,27.6,8,130,25.5,13,5,NA,7.226666667,
CRBP39,C,5,CRPB39C5,mother,1/4/2002,10/9/2002,1/29/2003,380,92,200,26.75,7,100,24.55,10,6,NA,7.226666667,
CRBP39,C,6,CRPB39C6,mother,1/4/2002,10/12/2002,2/22/2003,430,93,155,31.7,8,115,29.35,11,4,NA,7.226666667,
CRBP39,C,7,CRPB39C7,mother,1/4/2002,9/20/2002,1/29/2003,412,95.5,72.5,NA,NA,NA,NA,13,NA,NA,7.226666667,
CRBP39,C,8,CRPB39C8,mother,1/4/2002,9/16/2002,1/7/2003,414,100,74,33.5,8,133,31,12,5,NA,7.226666667,
CRBP39,C,9,CRPB39C9,mother,1/4/2002,9/7/2002,12/14/2002,418,98,111,29.4,8,131,26.9,10,4,NA,7.226666667,
CRBP39,C,10,CRPB39C10,mother,1/4/2002,9/10/2002,1/8/2003,426,102,132,28.25,8,130,25.6,11,4,NA,7.226666667,
CRBP39,D,1,CRPB39D1,mother,1/4/2002,9/14/2002,1/7/2003,391,94.5,190,NA,NA,NA,NA,15,NA,NA,2.2,
CRBP39,D,2,CRPB39D2,mother,1/4/2002,9/7/2002,1/7/2003,398,96,113,NA,NA,NA,NA,11,NA,NA,2.2,
CRBP39,D,3,CRPB39D3,mother,1/4/2002,9/23/2002,1/25/2003,400,90,142,NA,NA,NA,NA,12,NA,NA,2.2,
CRBP39,D,4,CRPB39D4,mother,1/4/2002,9/23/2002,1/25/2003,377,84,34,NA,NA,NA,NA,13,NA,NA,2.2,
CRBP39,D,5,CRPB39D5,mother,1/4/2002,9/5/2002,12/26/2002,382,89,53,NA,NA,NA,NA,11,NA,NA,2.2,
CRBP39,D,6,CRPB39D6,mother,1/4/2002,9/4/2002,12/26/2002,364,91,86,NA,NA,NA,NA,16,NA,NA,2.2,
CRBP39,D,7,CRPB39D7,mother,1/4/2002,10/5/2002,1/25/2003,392,83,135,NA,NA,NA,NA,11,NA,NA,2.2,
CRBP39,D,8,CRPB39D8,mother,1/4/2002,9/4/2002,12/26/2002,391,93,92,NA,NA,NA,NA,14,NA,NA,2.2,
CRBP39,D,9,CRPB39D9,mother,1/4/2002,8/29/2002,12/26/2002,383,86,27,NA,NA,NA,NA,15,NA,NA,2.2,
CRBP39,D,10,CRPB39D10,mother,1/4/2002,8/24/2002,12/14/2002,283.8,95.9,172.1,NA,NA,NA,NA,13,NA,NA,2.2,
EcuadorDwarf,A,1,EcuadorDwarfA1,mother,1/4/2002,8/7/2002,11/14/2002,208,68.5,142,20.2,8,120,17.9,7,2,37,7.64,
EcuadorDwarf,A,2,EcuadorDwarfA2,mother,1/4/2002,7/31/2002,11/14/2002,217,68.5,87,17.25,8,124,15.5,8,1,37,7.64,
EcuadorDwarf,A,3,EcuadorDwarfA3,mother,1/4/2002,8/3/2002,11/20/2002,216,71,65,16.3,8,136,14.2,9,0,42,7.64,
EcuadorDwarf,A,4,EcuadorDwarfA4,mother,1/4/2002,7/18/2002,11/20/2002,218,71,67.5,18.2,8,143,15.9,9,0,37,7.64,
EcuadorDwarf,A,5,EcuadorDwarfA5,mother,1/4/2002,7/31/2002,NA,186,64.5,88.5,NA,NA,NA,NA,9,NA,37,7.64,
EcuadorDwarf,A,6,EcuadorDwarfA6,mother,1/4/2002,8/7/2002,11/16/2002,221,71.5,135,17.9,8,170,15.4,9,0,37,7.64,
EcuadorDwarf,A,7,EcuadorDwarfA7,mother,1/4/2002,8/5/2002,11/16/2002,219,71,83,20.6,9,142,18.1,9,0,29,7.64,
EcuadorDwarf,A,8,EcuadorDwarfA8,mother,1/4/2002,8/9/2002,11/16/2002,228,69.7,136,18.7,8,129,16.1,9,0,37,7.64,
EcuadorDwarf,A,9,EcuadorDwarfA9,mother,1/4/2002,8/14/2002,NA,216,63,164,NA,NA,NA,NA,7,NA,34,7.64,
EcuadorDwarf,A,10,EcuadorDwarfA10,mother,1/4/2002,7/27/2002,11/20/2002,209,70.4,137,26.75,9,143,24.5,9,0,37,7.64,
EcuadorDwarf,B,1,EcuadorDwarfB1,mother,1/4/2002,8/17/2002,11/14/2002,206,69,58,11.65,7,114,9.85,9,4,45,9.64,
EcuadorDwarf,B,2,EcuadorDwarfB2,mother,1/4/2002,7/18/2002,11/14/2002,233,75,91,27.65,10,163,26.15,10,0,49,9.64,
EcuadorDwarf,B,3,EcuadorDwarfB3,mother,1/4/2002,7/9/2002,11/14/2002,228,75,118,23.4,8,123,21.4,12,0,51,9.64,
EcuadorDwarf,B,4,EcuadorDwarfB4,mother,1/4/2002,7/25/2002,11/14/2002,231,79.8,98,23.75,8,130,22.15,9,0,49,9.64,
EcuadorDwarf,B,5,EcuadorDwarfB5,mother,1/4/2002,7/20/2002,11/14/2002,208,72.5,80,22.55,8,127,21,10,0,49,9.64,
EcuadorDwarf,B,6,EcuadorDwarfB6,mother,1/4/2002,7/25/2002,NA,220,70.6,122,NA,NA,NA,NA,9,NA,49,9.64,
EcuadorDwarf,B,7,EcuadorDwarfB7,mother,1/4/2002,7/25/2002,NA,221,70.5,80,NA,NA,NA,NA,8,NA,45,9.64,
EcuadorDwarf,B,8,EcuadorDwarfB8,mother,1/4/2002,7/25/2002,NA,226,74,94,NA,NA,NA,NA,9,NA,60,9.64,
EcuadorDwarf,B,9,EcuadorDwarfB9,mother,1/4/2002,7/25/2002,NA,238,75,78.5,NA,NA,NA,NA,9,NA,51,9.64,
EcuadorDwarf,B,10,EcuadorDwarfB10,mother,1/4/2002,7/6/2002,11/14/2002,228,75,128,19.1,8,104,17.3,11,0,60,9.64,
EcuadorDwarf,C,1,EcuadorDwarfC1,mother,1/4/2002,7/16/2002,11/14/2002,223,77.5,99.2,16.9,8,134,14.6,7,0,40,7.3,
EcuadorDwarf,C,2,EcuadorDwarfC2,mother,1/4/2002,8/13/2002,11/14/2002,213,72.7,89,14.6,9,140,12.4,12,0,35,7.3,
EcuadorDwarf,C,3,EcuadorDwarfC3,mother,1/4/2002,7/22/2002,11/14/2002,226,76,102,15.7,8,133,13.65,9,0,36,7.3,
EcuadorDwarf,C,4,EcuadorDwarfC4,mother,1/4/2002,7/20/2002,11/14/2002,237,79.5,64,18.65,9,140,16.55,8,0,49,7.3,
EcuadorDwarf,C,5,EcuadorDwarfC5,mother,1/4/2002,7/9/2002,11/14/2002,227,75,138,19.05,9,156,17.15,8,0,34,7.3,
EcuadorDwarf,C,6,EcuadorDwarfC6,mother,1/4/2002,7/25/2002,11/14/2002,227,75.5,106,15.35,8,129,13.25,9,0,34,7.3,
EcuadorDwarf,C,7,EcuadorDwarfC7,mother,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,7.3,
EcuadorDwarf,C,8,EcuadorDwarfC8,mother,1/4/2002,7/18/2002,11/14/2002,225,73.3,91,15.8,8,123,14.1,8,0,42,7.3,
EcuadorDwarf,C,9,EcuadorDwarfC9,mother,1/4/2002,7/17/2002,11/14/2002,227,75,110,18.2,9,154,16.1,8,0,40,7.3,
EcuadorDwarf,C,10,EcuadorDwarfC10,mother,1/4/2002,7/22/2002,11/14/2002,230,75.2,64,11.05,8,122,8.85,8,0,33,7.3,
EcuadorDwarf,D,1,EcuadorDwarfD1,mother,1/4/2002,7/18/2002,11/14/2002,226,75,44,20.8,8,130,18.7,10,0,41,8.26,
EcuadorDwarf,D,2,EcuadorDwarfD2,mother,1/4/2002,7/6/2002,11/14/2002,232,77,73,23.8,8,134,21.6,12,0,42,8.26,
EcuadorDwarf,D,3,EcuadorDwarfD3,mother,1/4/2002,7/16/2002,11/14/2002,252.5,81,67.5,19.6,10,159,16.9,9,0,38,8.26,
EcuadorDwarf,D,4,EcuadorDwarfD4,mother,1/4/2002,7/16/2002,11/14/2002,251.5,81.4,79.5,18.8,9,152,16.4,9,0,38,8.26,
EcuadorDwarf,D,5,EcuadorDwarfD5,mother,1/4/2002,8/2/2002,11/14/2002,215,74.5,83,17.5,8,111,15.5,8,0,42,8.26,
EcuadorDwarf,D,6,EcuadorDwarfD6,mother,1/4/2002,7/25/2002,11/14/2002,219,75.3,112,21.3,9,150,19.09,8,0,40,8.26,
EcuadorDwarf,D,7,EcuadorDwarfD7,mother,1/4/2002,7/16/2002,11/14/2002,235,77.3,120.4,27,9,160,24.85,9,0,45,8.26,
EcuadorDwarf,D,8,EcuadorDwarfD8,mother,1/4/2002,7/12/2002,11/14/2002,238.5,82,102,25.3,10,173,22.7,9,0,31,8.26,
EcuadorDwarf,D,9,EcuadorDwarfD9,mother,1/4/2002,7/16/2002,11/14/2002,238,76,66,23.6,9,147,21.5,9,0,41,8.26,
EcuadorDwarf,D,10,EcuadorDwarfD10,mother,1/4/2002,7/16/2002,11/14/2002,231,77,64,19.05,8,129,17.25,9,0,42,8.26,
BITA3,A,1,BITA3A1,mother,1/4/2002,8/21/2002,12/2/2002,332,89.5,162,28.85,8,107,26.75,13,3,56,9.82,
BITA3,A,2,BITA3A2,mother,1/4/2002,9/4/2002,12/7/2002,383,94.5,200,25.55,8,112,23.1,13,8,55,9.82,
BITA3,A,3,BITA3A3,mother,1/4/2002,9/3/2002,12/7/2002,374,93.5,172.5,24.45,8,109,22.55,13,6,57,9.82,
BITA3,A,4,BITA3A4,mother,1/4/2002,8/22/2002,12/7/2002,360.4,82.4,98.5,15.25,6,71,13.85,11,5,65,9.82,
BITA3,A,5,BITA3A5,mother,1/4/2002,8/26/2002,12/7/2002,359.7,88.5,144.4,27.4,8,117,25.25,14,5,59,9.82,
BITA3,A,6,BITA3A6,mother,1/4/2002,9/24/2002,NA,383,77,87,NA,NA,NA,NA,10,NA,60,9.82,
BITA3,A,7,BITA3A7,mother,1/4/2002,9/2/2002,12/7/2002,380,90,148,26.25,10,118,23.95,12,8,60,9.82,
BITA3,A,8,BITA3A8,mother,1/4/2002,9/13/2002,12/31/2002,383,74.5,56,14.55,6,67,13.5,12,5,58,9.82,
BITA3,A,9,BITA3A9,mother,1/4/2002,10/15/2002,1/27/2003,370,74,82,13.15,5,57,12,12,3,60,9.82,
BITA3,A,10,BITA3A10,mother,1/4/2002,8/12/2002,12/2/2002,343,82,192,22.95,7,91,21.35,13,4,67,9.82,
BITA3,B,1,BITA3B1,mother,1/4/2002,8/2/2002,12/7/2002,348,77,102,14.95,6,73,13.2,11,5,54,9.446666667,
BITA3,B,2,BITA3B2,mother,1/4/2002,10/31/2002,1/27/2003,350,80,82,16.35,6,67,15.35,10,4,54,9.446666667,
BITA3,B,3,BITA3B3,mother,1/4/2002,8/28/2002,12/7/2002,390,94,165,33.2,8,108,30.85,12,5,60,9.446666667,
BITA3,B,4,BITA3B4,mother,1/4/2002,9/21/2002,1/8/2003,366,78,102,18.45,6,76,16.75,9,6,58,9.446666667,
BITA3,B,5,BITA3B5,mother,1/4/2002,9/17/2002,1/8/2003,351,79.5,80,13.8,5,59,12.4,10,4,45,9.446666667,
BITA3,B,6,BITA3B6,mother,1/4/2002,9/21/2002,1/8/2003,342,75,85,13.2,5,53,11.95,11,5,54,9.446666667,
BITA3,B,7,BITA3B7,mother,1/4/2002,9/9/2002,12/26/2002,350,89,128,22.25,8,99,22.9,11,4,51,9.446666667,
BITA3,B,8,BITA3B8,mother,1/4/2002,9/28/2002,NA,375,74,66,NA,NA,NA,NA,10,NA,53,9.446666667,
BITA3,B,9,BITA3B9,mother,1/4/2002,9/7/2002,12/24/2002,368,80,150,19.9,7,91,17.75,11,4,49,9.446666667,
BITA3,B,10,BITA3B10,mother,1/4/2002,8/21/2002,12/7/2002,350,86,149,27.65,7,96,25.35,13,4,56,9.446666667,
BITA3,C,1,BITA3C1,mother,1/4/2002,7/27/2002,11/20/2002,345,88.5,185.7,18.5,7,118,16.3,14,4,80,8.64,
BITA3,C,2,BITA3C2,mother,1/4/2002,9/16/2002,1/4/2003,306,85,81,15.45,6,69,13.95,13,4,72,8.64,
BITA3,C,3,BITA3C3,mother,1/4/2002,8/13/2002,11/15/2002,387,96,190,27,8,111,23.9,14,5,80,8.64,
BITA3,C,4,BITA3C4,mother,1/4/2002,9/3/2002,12/28/2002,381,83,106,18.45,6,75,16.85,10,3,76,8.64,
BITA3,C,5,BITA3C5,mother,1/4/2002,8/10/2002,11/15/2002,385,99.2,197,26.7,9,122,24,15,6,84,8.64,
BITA3,C,6,BITA3C6,mother,1/4/2002,8/21/2002,1/9/2003,276,87,64,7.3,4,45,5.85,10,3,76,8.64,
BITA3,C,7,BITA3C7,mother,1/4/2002,8/17/2002,12/10/2002,356,83.3,173,16.1,8,107,14.1,13,4,71,8.64,
BITA3,C,8,BITA3C8,mother,1/4/2002,8/7/2002,11/15/2002,371,93.4,183,26.7,8,109,24,14,4,71,8.64,
BITA3,C,9,BITA3C9,mother,1/4/2002,8/17/2002,11/15/2002,384,91,171,21.7,7,87,19,13,5,75,8.64,
BITA3,C,10,BITA3C10,mother,1/4/2002,8/30/2002,12/28/2002,381,83,90,19.55,7,88,17.45,12,4,68,8.64,
BITA3,D,1,BITA3D1,mother,1/4/2002,8/31/2002,12/31/2002,354.5,86,159,21.35,7,91,20,13,5,51,7.085714286,
BITA3,D,2,BITA3D2,mother,1/4/2002,8/28/2002,12/31/2002,353,76,84,18.95,6,82,17.55,14,5,56,7.085714286,
BITA3,D,3,BITA3D3,mother,1/4/2002,10/25/2002,2/8/2003,353,82,109,7.35,4,52,6.45,13,5,56,7.085714286,
BITA3,D,4,BITA3D4,mother,1/4/2002,8/17/2002,NA,333,81.1,128,17.7,5,63,16.55,14,5,66,7.085714286,
BITA3,D,5,BITA3D5,mother,1/4/2002,9/2/2002,12/31/2002,325,77.8,113,19.2,6,71,17.1,14,4,82,7.085714286,
BITA3,D,6,BITA3D6,mother,1/4/2002,8/15/2002,12/2/2002,297,79,91,15.65,5,62,13.65,14,4,66,7.085714286,
BITA3,D,7,BITA3D7,mother,1/4/2002,9/10/2002,1/7/2003,364.5,76,71,16,6,68,14.75,13,5,66,7.085714286,
BITA3,D,8,BITA3D8,mother,1/4/2002,10/3/2002,1/29/2003,379,81,128,18.8,6,69,16.45,11,5,56,7.085714286,
BITA3,D,9,BITA3D9,mother,1/4/2002,8/3/2002,12/5/2002,338,90.5,200,18.3,5,63,17.15,14,5,78,7.085714286,
BITA3,D,10,BITA3D10,mother,1/4/2002,9/17/2002,1/7/2003,354,80,136,16,6,78,15,11,4,53,7.085714286,
PisangJariBuaya,A,1,PisangJariBuayaA1,mother,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52,9.242222222,
PisangJariBuaya,A,2,PisangJariBuayaA2,mother,1/4/2002,9/7/2002,12/13/2002,350,62,263,15.9,8,134,14.25,10,3,51,9.242222222,
PisangJariBuaya,A,3,PisangJariBuayaA3,mother,1/4/2002,8/29/2002,12/13/2002,354.5,61,288,15.6,8,129,13.8,13,3,41,9.242222222,
PisangJariBuaya,A,4,PisangJariBuayaA4,mother,1/4/2002,10/21/2002,2/8/2003,415,69,320,15.2,8,131,13.7,12,6,59,9.242222222,
PisangJariBuaya,A,5,PisangJariBuayaA5,mother,1/4/2002,10/21/2002,2/8/2003,372,61,315,11.9,7,109,11,12,7,60,9.242222222,
PisangJariBuaya,A,6,PisangJariBuayaA6,mother,1/4/2002,9/4/2002,12/26/2002,382,62,312,16.8,8,127,15.35,12,4,59,9.242222222,
PisangJariBuaya,A,7,PisangJariBuayaA7,mother,1/4/2002,9/19/2002,1/7/2003,380,63,305,14.25,8,129,12.95,8,6,57,9.242222222,
PisangJariBuaya,A,8,PisangJariBuayaA8,mother,1/4/2002,9/2/2002,12/13/2002,338.5,60,182,10.45,7,102,9.25,13,3,59,9.242222222,
PisangJariBuaya,A,9,PisangJariBuayaA9,mother,1/4/2002,9/11/2002,1/7/2003,404,72,353,18,9,159,16,12,5,60,9.242222222,
PisangJariBuaya,A,10,PisangJariBuayaA10,mother,1/4/2002,8/19/2002,12/9/2002,365,72,240,20.4,8,154,18.4,13,6,64,9.242222222,
PisangJariBuaya,B,1,PisangJariBuayaB1,mother,1/4/2002,9/9/2002,1/7/2003,358,53,294,14.2,8,138,12.65,8,6,54,9.42,
PisangJariBuaya,B,2,PisangJariBuayaB2,mother,1/4/2002,10/15/2002,2/8/2003,372,60,364,10.65,5,71,9.9,8,2,45,9.42,
PisangJariBuaya,B,3,PisangJariBuayaB3,mother,1/4/2002,9/23/2002,1/8/2003,340,57,285,12.55,7,106,11.1,8,6,54,9.42,
PisangJariBuaya,B,4,PisangJariBuayaB4,mother,1/4/2002,10/30/2002,2/8/2003,320,54,270,10.95,7,88,10.25,9,4,49,9.42,
PisangJariBuaya,B,5,PisangJariBuayaB5,mother,1/4/2002,9/24/2002,1/8/2003,307,57,225,11.65,8,114,10.45,9,6,54,9.42,
PisangJariBuaya,B,6,PisangJariBuayaB6,mother,1/4/2002,10/29/2002,2/8/2003,304,53,216,8.55,7,102,7.75,7,3,54,9.42,
PisangJariBuaya,B,7,PisangJariBuayaB7,mother,1/4/2002,NA,NA,330,54,275,NA,NA,NA,NA,8,0,40,9.42,
PisangJariBuaya,B,8,PisangJariBuayaB8,mother,1/4/2002,10/29/2002,2/8/2003,320,54,300,8.65,7,95,7.7,8,3,53,9.42,
PisangJariBuaya,B,9,PisangJariBuayaB9,mother,1/4/2002,9/14/2002,1/7/2003,342,56,274,12.6,7,116,11.3,9,5,53,9.42,
PisangJariBuaya,B,10,PisangJariBuayaB10,mother,1/4/2002,11/27/2002,NA,330,55,260,NA,NA,NA,NA,7,NA,54,9.42,
PisangJariBuaya,C,1,PisangJariBuayaC1,mother,1/4/2002,8/30/2002,1/25/2003,360,60,269,12.85,8,125,11.6,10,6,40,9.442222222,
PisangJariBuaya,C,2,PisangJariBuayaC2,mother,1/4/2002,9/20/2002,12/10/2002,294,71,181,15.3,10,174,13.2,8,6,40,9.442222222,
PisangJariBuaya,C,3,PisangJariBuayaC3,mother,1/4/2002,8/28/2002,NA,383,71,281,13.3,9,160,11.55,12,4,53,9.442222222,
PisangJariBuaya,C,4,PisangJariBuayaC4,mother,1/4/2002,10/14/2002,1/29/2003,390,75,362,14.05,9,153,12.35,11,5,49,9.442222222,
PisangJariBuaya,C,5,PisangJariBuayaC5,mother,1/4/2002,8/26/2002,1/4/2003,392,71.6,303.8,14.75,9,154,12.6,13,5,59,9.442222222,
PisangJariBuaya,C,6,PisangJariBuayaC6,mother,1/4/2002,10/10/2002,12/10/2002,415,67,361,11.45,8,130,9.4,8,4,40,9.442222222,
PisangJariBuaya,C,7,PisangJariBuayaC7,mother,1/4/2002,9/21/2002,3/10/2003,400,79,367,9.1,7,100,8,10,4,40,9.442222222,
PisangJariBuaya,C,8,PisangJariBuayaC8,mother,1/4/2002,8/8/2002,12/2/2002,385,70.6,296,10.55,8,132,8.8,13,3,58,9.442222222,
PisangJariBuaya,C,9,PisangJariBuayaC9,mother,1/4/2002,10/2/2002,1/29/2003,412,68,424,NA,NA,NA,NA,10,NA,58,9.442222222,
PisangJariBuaya,C,10,PisangJariBuayaC10,mother,1/4/2002,1/7/2003,NA,390,67.7,289,NA,NA,NA,NA,NA,NA,45,9.442222222,
PisangJariBuaya,D,1,PisangJariBuayaD1,mother,1/4/2002,8/28/2002,12/13/2002,335,60,317,12.75,8,113,11.05,11,4,63,8.57,
PisangJariBuaya,D,2,PisangJariBuayaD2,mother,1/4/2002,9/7/2002,1/7/2003,365,64,311,13.4,9,141,11.6,11,6,60,8.57,
PisangJariBuaya,D,3,PisangJariBuayaD3,mother,1/4/2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,8.57,
PisangJariBuaya,D,4,PisangJariBuayaD4,mother,1/4/2002,9/12/2002,1/8/2003,397,71,306,15.6,9,159,13.4,13,6,51,8.57,
