Cultivar,Block,Plant,Mat ID,Plant cycle,Date planted,Date shooting,Date harvest,Pseudostem height (cm) (shooting),Pseudostem girth at 1m (cm) (shooting),Height of following sucker (cm) (shooting),Girth at 1m of following sucker (cm) (shooting),Height of following sucker (cm) (harvest),Bunch weight (kg),Number of hands,Number of fruits in hand,Number of dead roots,Number of functional roots
FHIA01,B,11,FHIA01B11,ratoon,2/12/2003,12/19/2003,3/24/2004,250,71,170,60,234,14.5,8,15,1,51
FHIA01,B,12,FHIA01B12,ratoon,2/12/2003,12/3/2003,3/3/2004,268,62,125,37,180,10,7,15,NA,NA
FHIA01,C,13,FHIA01C13,ratoon,2/12/2003,3/4/2004,6/2/2004,280,60,115,40,170,9,7,15,NA,NA
FHIA01,C,14,FHIA01C14,ratoon,2/12/2003,1/2/2004,4/7/2004,271,58,120,43,180,7,7,13,NA,NA
FHIA01,C,15,FHIA01C15,ratoon,2/12/2003,3/5/2004,6/9/2004,275,52,104,36,175,7.2,6,13,NA,NA
FHIA01,C,16,FHIA01C16,ratoon,2/12/2003,10/6/2003,1/8/2004,283,63,200,53,300,17.8,10,15,1,29
FHIA01,C,17,FHIA01C17,ratoon,2/12/2003,2/8/2004,5/12/2004,320,62,200,46,195,9.5,8,15,1,28
FHIA01,C,18,FHIA01C18,ratoon,2/12/2003,4/13/2004,NA,290,54,44,23,NA,NA,NA,NA,NA,NA
FHIA01,D,19,FHIA01D19,ratoon,2/12/2003,12/26/2003,3/31/2004,265,53,152,52,243,9.2,6,13,NA,NA
FHIA01,D,20,FHIA01D20,ratoon,2/12/2003,10/26/2003,1/29/2004,270,60,98,34,150,12.2,9,16,NA,NA
FHIA01,D,21,FHIA01D21,ratoon,2/12/2003,11/12/2003,2/11/2004,257,56,137,50,210,11,6,14,NA,NA
FHIA01,D,22,FHIA01D22,ratoon,2/12/2003,11/28/2003,3/3/2004,260,55,160,56,200,9.2,7,14,0,43
FHIA01,D,26,FHIA01D26,ratoon,2/12/2003,1/24/2004,4/28/2004,220,53,104,47,160,11.85,8,14,1,42
FHIA01,D,24,FHIA01D24,ratoon,2/12/2003,3/22/2004,NA,224,63,135,68,NA,NA,NA,NA,NA,NA
FHIA23,A,1,FHIA23A1,ratoon,2/12/2003,2/10/2004,5/12/2004,300,81,140,82,240,28.25,15,22,NA,NA
FHIA23,A,2,FHIA23A2,ratoon,2/12/2003,1/20/2004,4/21/2004,314,93,210,63,320,37.5,13,21,NA,NA
FHIA23,A,3,FHIA23A3,ratoon,2/12/2003,6/13/2004,9/15/2004,273,64,83,35,150,13.8,10,29,NA,NA
FHIA23,A,4,FHIA23A4,ratoon,2/12/2003,11/11/2003,2/11/2004,334,80,194,65,280,31,12,22,0,46
FHIA23,A,5,FHIA23A5,ratoon,2/12/2003,12/18/2003,3/17/2004,360,94,220,70,300,32.5,13,21,0,133
FHIA23,A,6,FHIA23A6,ratoon,2/12/2003,12/9/2003,3/10/2004,305,80,107,37,175,24.5,14,18,NA,NA
FHIA23,B,7,FHIA23B7,ratoon,2/12/2003,4/11/2004,7/14/2004,328,81,172,55,275,23,12,21,NA,NA
FHIA23,B,8,FHIA23B8,ratoon,2/12/2003,2/14/2004,5/19/2004,318,80,135,48,250,32,16,27,NA,NA
FHIA23,B,9,FHIA23B9,ratoon,2/12/2003,12/14/2003,3/17/2004,350,85,150,50,215,25.5,11,21,NA,NA
FHIA23,B,10,FHIA23B10,ratoon,2/12/2003,12/10/2003,3/10/2004,334,82,145,51,93,15.25,13,23,0,46
FHIA23,B,11,FHIA23B11,ratoon,2/12/2003,12/2/2003,3/3/2004,320,88,100,36,174,24.8,15,18,1,107
FHIA23,B,12,FHIA23B12,ratoon,2/12/2003,11/6/2003,2/5/2004,374,85,184,52,248,34.2,13,20,NA,NA
FHIA23,C,13,FHIA23C13,ratoon,2/12/2003,12/9/2003,3/10/2004,332,85,153,52,220,26.5,14,21,NA,NA
FHIA23,C,14,FHIA23C14,ratoon,2/12/2003,12/31/2003,3/31/2004,350,91,131,53,195,26.2,15,21,NA,NA
FHIA23,C,15,FHIA23C15,ratoon,2/12/2003,1/3/2004,4/7/2004,408,93,250,73,310,36,12,20,NA,NA
FHIA23,C,16,FHIA23C16,ratoon,2/12/2003,11/25/2003,2/25/2004,380,92,180,54,260,30,12,26,1,65
FHIA23,C,17,FHIA23C17,ratoon,2/12/2003,3/1/2004,6/2/2004,402,94,164,45,280,35,13,20,1,21
FHIA23,C,18,FHIA23C18,ratoon,2/12/2003,1/2/2004,5/12/2004,350,93,100,38,215,31.75,16,21,NA,NA
FHIA23,D,19,FHIA23D19,ratoon,2/12/2003,11/21/2003,2/25/2004,320,86,180,56,250,27,13,20,NA,NA
FHIA23,D,20,FHIA23D20,ratoon,2/12/2003,11/4/2003,2/5/2004,364,86,228,60,313,28.2,13,20,NA,NA
FHIA23,D,21,FHIA23D21,ratoon,2/12/2003,12/10/2003,3/10/2004,322,84,200,65,230,23.5,14,20,NA,NA
FHIA23,D,22,FHIA23D22,ratoon,2/12/2003,11/24/2003,2/25/2004,305,84,130,44,200,27,12,20,1,40
FHIA23,D,23,FHIA23D23,ratoon,2/12/2003,12/18/2003,3/17/2004,300,80,130,44,200,20,11,20,0,82
FHIA23,D,24,FHIA23D24,ratoon,2/12/2003,2/16/2004,NA,335,82,104,41,NA,NA,NA,NA,NA,NA
FHIA25,A,1,FHIA25A1,ratoon,2/12/2003,2/8/2004,5/12/2004,330,98,125,45,250,50,16,21,NA,NA
FHIA25,A,2,FHIA25A2,ratoon,2/12/2003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FHIA25,A,3,FHIA25A3,ratoon,2/12/2003,3/3/2004,6/2/2004,360,99,220,81,300,42.5,14,20,NA,NA
FHIA25,A,4,FHIA25A4,ratoon,2/12/2003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,80
FHIA25,A,5,FHIA25A5,ratoon,2/12/2003,2/10/2004,5/12/2004,360,104,120,38,255,39.25,14,20,4,77
FHIA25,A,6,FHIA25A6,ratoon,2/12/2003,3/16/2004,6/16/2004,360,101,220,72,360,45.8,15,22,NA,NA
FHIA25,B,7,FHIA25B7,ratoon,2/12/2003,1/12/2004,4/14/2004,360,100,200,73,260,43.2,16,22,NA,NA
FHIA25,B,8,FHIA25B8,ratoon,2/12/2003,4/15/2004,7/14/2004,402,94,158,53,180,41.5,14,21,NA,NA
FHIA25,B,9,FHIA25B9,ratoon,2/12/2003,2/14/2004,5/19/2004,367,102,179,55,250,46,14,23,NA,NA
FHIA25,B,10,FHIA25B10,ratoon,2/12/2003,2/3/2004,5/5/2004,390,100,225,75,290,52.5,15,33,4,122
FHIA25,B,11,FHIA25B11,ratoon,2/12/2003,12/19/2003,3/17/2004,370,100,160,46,185,42,11,25,3,136
FHIA25,B,12,FHIA25B12,ratoon,2/12/2003,2/9/2004,5/12/2004,375,100,250,85,315,42.25,14,21,NA,NA
FHIA25,C,13,FHIA25C13,ratoon,2/12/2003,2/10/2004,5/12/2004,360,102,200,46,165,41.25,14,22,NA,NA
FHIA25,C,14,FHIA25C14,ratoon,2/12/2003,1/26/2004,4/28/2004,384,99,250,87,315,44.25,15,20,NA,NA
FHIA25,C,15,FHIA25C15,ratoon,2/12/2003,1/20/2004,4/21/2004,375,105,185,51,250,40.75,15,20,NA,NA
FHIA25,C,16,FHIA25C16,ratoon,2/12/2003,2/26/2004,5/26/2004,380,107,210,65,300,37,14,18,2,77
FHIA25,C,17,FHIA25C17,ratoon,2/12/2003,1/25/2004,4/28/2004,357,101,150,57,215,45.5,16,25,3,66
FHIA25,C,18,FHIA25C18,ratoon,2/12/2003,1/4/2004,4/7/2004,285,102,164,56,245,43,12,22,NA,NA
FHIA25,D,19,FHIA25D19,ratoon,2/12/2003,1/26/2004,4/28/2004,373,105,234,83,280,46.5,16,33,NA,NA
FHIA25,D,20,FHIA25D20,ratoon,2/12/2003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FHIA25,D,21,FHIA25D21,ratoon,2/12/2003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FHIA25,D,22,FHIA25D22,ratoon,2/12/2003,4/12/2004,7/14/2004,400,105,200,64,284,52,16,24,NA,NA
FHIA25,D,23,FHIA25D23,ratoon,2/12/2003,1/13/2004,4/14/2004,380,105,210,67,246,56,17,22,NA,NA
FHIA25,D,24,FHIA25D24,ratoon,2/12/2003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Foconah,A,1,FoconahA1,ratoon,2/12/2003,11/10/2003,2/11/2004,353,51,177,53,200,3.5,6,12,NA,NA
Foconah,A,2,FoconahA2,ratoon,2/12/2003,9/18/2003,2/11/2004,400,61,210,34,350,4.5,7,12,NA,NA
Foconah,A,3,FoconahA3,ratoon,2/12/2003,9/28/2003,12/31/2003,390,59,293,69,440,4.75,8,14,NA,NA
Foconah,A,4,FoconahA4,ratoon,2/12/2003,9/2/2003,12/4/2003,390,58,225,32,370,4.8,7,16,4,32
Foconah,A,5,FoconahA5,ratoon,2/12/2003,8/27/2003,11/26/2003,360,57,185,30,330,4.25,8,14,3,53
Foconah,A,6,FoconahA6,ratoon,2/12/2003,9/28/2003,12/31/2003,372,57,215,54,370,4,8,14,NA,NA
Foconah,B,7,FoconahB7,ratoon,2/12/2003,11/23/2003,2/25/2004,420,58,190,48,380,3.2,6,12,NA,NA
Foconah,B,8,FoconahB8,ratoon,2/12/2003,9/9/2003,12/10/2003,290,59,195,29,368,4.6,8,14,NA,NA
Foconah,B,9,FoconahB9,ratoon,2/12/2003,9/3/2003,12/4/2003,415,63,195,37,355,5,9,15,NA,NA
Foconah,B,10,FoconahB10,ratoon,2/12/2003,9/18/2003,12/19/2003,390,59,255,43,420,3,7,13,1,35
Foconah,B,11,FoconahB11,ratoon,2/12/2003,9/18/2003,1/14/2004,377,52,286,66,420,3.5,7,12,1,68
Foconah,B,12,FoconahB12,ratoon,2/12/2003,9/19/2003,12/19/2003,375,58,158,31,395,4,7,14,NA,NA
Foconah,C,13,FoconahC13,ratoon,2/12/2003,8/13/2003,11/12/2003,390,NA,176,48,240,3.75,8,14,NA,NA
Foconah,C,14,FoconahC14,ratoon,2/12/2003,8/26/2003,11/26/2003,385,61,255,39,390,4,9,14,NA,NA
Foconah,C,15,FoconahC15,ratoon,2/12/2003,8/30/2003,12/10/2003,420,63,195,25,397,4.6,8,16,NA,NA
Foconah,C,16,FoconahC16,ratoon,2/12/2003,8/13/2003,11/12/2003,395,61,245,38,253,3.25,8,14,0,45
Foconah,C,17,FoconahC17,ratoon,2/12/2003,9/7/2003,12/10/2003,408,62,162,20,382,4.8,9,14,11,45
Foconah,C,18,FoconahC18,ratoon,2/12/2003,8/26/2003,11/26/2003,395,62,190,27,360,5.5,9,14,NA,NA
Foconah,D,19,FoconahD19,ratoon,2/12/2003,9/8/2003,12/10/2003,345,57,155,23,370,3.6,8,14,NA,NA
Foconah,D,20,FoconahD20,ratoon,2/12/2003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Foconah,D,21,FoconahD21,ratoon,2/12/2003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Foconah,D,22,FoconahD22,ratoon,2/12/2003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Foconah,D,23,FoconahD23,ratoon,2/12/2003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Foconah,D,24,FoconahD24,ratoon,2/12/2003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GrandNaine,A,1,GrandNaineA1,ratoon,2/12/2003,9/2/2003,12/4/2003,230,55,60,19,130,17.5,9,18,NA,NA
GrandNaine,A,2,GrandNaineA2,ratoon,2/12/2003,9/1/2003,12/4/2003,240,55,22,12,90,16.5,9,19,NA,NA
GrandNaine,A,3,GrandNaineA3,ratoon,2/12/2003,9/18/2003,12/19/2003,140,55,65,17,130,16.5,9,18,NA,NA
GrandNaine,A,4,GrandNaineA4,ratoon,2/12/2003,9/18/2003,12/19/2003,220,56,100,25,155,15,9,16,2,43
GrandNaine,A,5,GrandNaineA5,ratoon,2/12/2003,9/2/2003,12/4/2003,245,56,28,12,95,17.5,9,18,1,83
GrandNaine,A,6,GrandNaineA6,ratoon,2/12/2003,9/8/2003,12/10/2003,225,51,50,17,102,13.6,9,17,NA,NA
GrandNaine,B,7,GrandNaineB7,ratoon,2/12/2003,8/12/2003,11/12/2003,240,56,95,21,200,19.75,9,16,NA,NA
GrandNaine,B,8,GrandNaineB8,ratoon,2/12/2003,8/22/2003,11/20/2003,235,54,24,10,102,15.25,10,17,NA,NA
GrandNaine,B,9,GrandNaineB9,ratoon,2/12/2003,8/10/2003,11/12/2003,225,55,20,10,210,17.75,8,14,NA,NA
GrandNaine,B,10,GrandNaineB10,ratoon,2/12/2003,9/9/2003,12/10/2003,235,51,110,22,230,16,9,14,1,60
GrandNaine,B,11,GrandNaineB11,ratoon,2/12/2003,8/30/2003,12/10/2003,213,50,125,24,251,14.2,8,16,2,74
GrandNaine,B,12,GrandNaineB12,ratoon,2/12/2003,8/19/2003,11/20/2003,235,56,40,15,115,18,9,18,NA,NA
GrandNaine,C,13,GrandNaineC13,ratoon,2/12/2003,9/8/2003,12/10/2003,230,54,45,18,152,11.6,11,16,NA,NA
GrandNaine,C,14,GrandNaineC14,ratoon,2/12/2003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GrandNaine,C,15,GrandNaineC15,ratoon,2/12/2003,8/10/2003,11/12/2003,230,55,36,17,150,19.75,9,17,NA,NA
GrandNaine,C,16,GrandNaineC16,ratoon,2/12/2003,8/10/2003,11/12/2003,230,53,105,22,180,16.25,8,18,8,73
GrandNaine,C,17,GrandNaineC17,ratoon,2/12/2003,8/20/2003,11/20/2003,225,54,44,18,127,17.25,10,18,11,23
GrandNaine,C,18,GrandNaineC18,ratoon,2/12/2003,8/21/2003,11/20/2003,250,58,83,25,170,19,10,19,NA,NA
GrandNaine,D,19,GrandNaineD19,ratoon,2/12/2003,9/9/2003,12/10/2003,245,59,70,18,157,16.4,10,18,NA,NA
GrandNaine,D,20,GrandNaineD20,ratoon,2/12/2003,8/27/2003,NA,240,56,140,32,NA,NA,NA,NA,NA,NA
GrandNaine,D,21,GrandNaineD21,ratoon,2/12/2003,9/7/2003,12/10/2003,280,58,35,15,158,18.6,10,18,NA,NA
GrandNaine,D,22,GrandNaineD22,ratoon,2/12/2003,8/25/2003,11/26/2003,235,58,77,20,156,16.5,10,18,0,49
GrandNaine,D,23,GrandNaineD23,ratoon,2/12/2003,11/17/2003,2/18/2004,268,62,85,33,190,18.5,10,17,1,86
GrandNaine,D,24,GrandNaineD24,ratoon,2/12/2003,8/27/2003,11/26/2003,255,56,70,19,164,20,9,18,NA,NA
Paka,A,1,PakaA1,ratoon,2/12/2003,8/21/2003,11/20/2003,305,44,140,27,220,6.5,6,15,NA,NA
Paka,A,2,PakaA2,ratoon,2/12/2003,9/8/2003,12/10/2003,275,39,100,19,238,7.2,6,16,NA,NA
Paka,A,3,PakaA3,ratoon,2/12/2003,9/14/2003,12/19/2003,295,46,185,34,290,7.75,7,18,NA,NA
Paka,A,4,PakaA4,ratoon,2/12/2003,8/14/2003,11/12/2003,270,43,135,25,210,8,6,16,12,49
Paka,A,5,PakaA5,ratoon,2/12/2003,9/19/2003,12/19/2003,300,48,120,23,230,8.25,6,15,0,24
Paka,A,6,PakaA6,ratoon,2/12/2003,9/14/2003,12/19/2003,260,42,155,30,280,6.25,5,16,NA,NA
Paka,B,7,PakaB7,ratoon,2/12/2003,8/30/2003,12/10/2003,275,41,145,21,246,5.8,5,16,NA,NA
Paka,B,8,PakaB8,ratoon,2/12/2003,9/9/2003,12/10/2003,270,40,145,21,266,5.6,6,16,NA,NA
Paka,B,9,PakaB9,ratoon,2/12/2003,9/30/2003,12/31/2003,290,41,152,44,270,6,6,17,NA,NA
Paka,B,10,PakaB10,ratoon,2/12/2003,10/12/2003,1/14/2004,302,45,129,35,230,9,8,8,3,56
Paka,B,11,PakaB11,ratoon,2/12/2003,9/19/2003,12/19/2003,280,45,165,31,365,6,6,17,11,47
Paka,B,12,PakaB12,ratoon,2/12/2003,9/9/2003,12/19/2003,275,42,160,24,305,8.75,6,17,NA,NA
Paka,C,13,PakaC13,ratoon,2/12/2003,NA,NA,NA,NA,180,26,NA,NA,NA,NA,NA,NA
Paka,C,14,PakaC14,ratoon,2/12/2003,9/20/2003,12/24/2003,300,46,112,35,210,7.4,7,16,NA,NA
Paka,C,15,PakaC15,ratoon,2/12/2003,9/8/2003,12/4/2003,285,44,160,26,280,4,6,17,NA,NA
Paka,C,16,PakaC16,ratoon,2/12/2003,9/12/2003,12/10/2003,300,49,172,34,283,6.6,7,18,8,24
Paka,C,17,PakaC17,ratoon,2/12/2003,8/27/2003,11/26/2003,305,46,137,22,240,7,6,16,13,42
Paka,C,18,PakaC18,ratoon,2/12/2003,9/20/2003,12/24/2003,310,46,201,55,290,6.2,6,16,NA,NA
Paka,D,19,PakaD19,ratoon,2/12/2003,9/18/2003,12/19/2003,310,42,173,47,260,5.25,6,17,NA,NA
Paka,D,20,PakaD20,ratoon,2/12/2003,8/30/2003,12/10/2003,300,41,178,26,310,6.6,6,16,NA,NA
Paka,D,21,PakaD21,ratoon,2/12/2003,8/27/2003,11/26/2003,260,41,105,22,222,7.5,6,16,NA,NA
Paka,D,22,PakaD22,ratoon,2/12/2003,10/6/2003,1/8/2004,310,39,181,46,280,7,6,14,0,20
Paka,D,23,PakaD23,ratoon,2/12/2003,12/19/2003,3/24/2004,320,45,140,36,230,3.25,7,14,1,20
Paka,D,24,PakaD24,ratoon,2/12/2003,8/27/2003,11/26/2003,270,42,135,23,230,8.25,6,16,NA,NA
PLM,A,1,PLMA1,ratoon,2/12/2003,10/5/2003,1/8/2004,300,59,261,60,360,14.5,8,23,NA,NA
PLM,A,2,PLMA2,ratoon,2/12/2003,10/12/2003,1/14/2004,300,54,200,47,320,10.2,7,22,NA,NA
PLM,A,3,PLMA3,ratoon,2/12/2003,10/12/2003,1/14/2004,307,40,271,62,350,9,7,22,NA,NA
PLM,A,4,PLMA4,ratoon,2/12/2003,10/12/2003,1/14/2004,260,51,210,48,300,10,7,22,25,87
PLM,A,5,PLMA5,ratoon,2/12/2003,10/6/2003,1/8/2004,275,53,200,51,300,11,8,23,9,76
PLM,A,6,PLMA6,ratoon,2/12/2003,10/10/2003,1/8/2004,280,53,222,53,300,10.2,7,22,NA,NA
PLM,B,7,PLMB7,ratoon,2/12/2003,10/9/2003,1/8/2004,297,56,242,54,360,14,8,22,NA,NA
PLM,B,8,PLMB8,ratoon,2/12/2003,10/28/2003,1/29/2004,317,52,272,56,320,10,7,20,NA,NA
PLM,B,9,PLMB9,ratoon,2/12/2003,10/15/2003,1/14/2004,307,52,230,47,325,14,8,18,NA,NA
PLM,B,10,PLMB10,ratoon,2/12/2003,10/23/2003,1/22/2004,285,46,247,48,343,7,6,19,5,69
PLM,B,11,PLMB11,ratoon,2/12/2003,10/14/2003,1/14/2004,275,52,180,41,325,10.5,8,22,13,64
PLM,B,12,PLMB12,ratoon,2/12/2003,10/24/2003,1/22/2004,316,53,250,52,323,11,7,20,NA,NA
PLM,C,13,PLMC13,ratoon,2/12/2003,10/15/2003,1/14/2004,300,55,241,53,320,15,8,24,NA,NA
PLM,C,14,PLMC14,ratoon,2/12/2003,10/11/2003,1/14/2004,316,53,174,49,300,13,8,23,NA,NA
PLM,C,15,PLMC15,ratoon,2/12/2003,10/1/2003,12/31/2003,300,57,252,65,340,13.5,8,23,NA,NA
PLM,C,16,PLMC16,ratoon,2/12/2003,9/29/2003,12/31/2003,270,52,215,47,310,13.5,8,24,8,90
PLM,C,17,PLMC17,ratoon,2/12/2003,10/8/2003,1/8/2004,270,55,200,40,280,12.5,8,23,16,48
PLM,C,18,PLMC18,ratoon,2/12/2003,1/19/2004,4/21/2004,333,53,288,79,380,12.25,8,23,NA,NA
PLM,D,19,PLMD19,ratoon,2/12/2003,10/14/2003,1/14/2004,340,57,150,38,280,14.8,8,22,NA,NA
PLM,D,20,PLMD20,ratoon,2/12/2003,11/2/2003,2/5/2004,353,55,220,53,302,11.2,7,20,NA,NA
PLM,D,21,PLMD21,ratoon,2/12/2003,10/13/2003,1/14/2004,313,56,262,57,360,14,8,23,NA,NA
PLM,D,22,PLMD22,ratoon,2/12/2003,10/5/2003,1/8/2004,314,56,230,56,355,14,8,22,10,40
PLM,D,23,PLMD23,ratoon,2/12/2003,10/8/2003,1/8/2004,312,58,197,51,330,13.2,8,23,1,57
PLM,D,24,PLMD24,ratoon,2/12/2003,10/15/2003,1/14/2004,297,50,264,58,370,11.5,7,20,NA,NA
PMA,A,1,PMAA1,ratoon,2/12/2003,9/14/2003,11/12/2003,375,54,105,18,234,9.25,7,23,NA,NA
PMA,A,2,PMAA2,ratoon,2/12/2003,10/1/2003,12/13/2003,367,51,167,35,290,8.2,8,17,NA,NA
PMA,A,3,PMAA3,ratoon,2/12/2003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PMA,A,4,PMAA4,ratoon,2/12/2003,9/27/2003,11/26/2003,340,NA,NA,NA,164,7,7,20,3,97
PMA,A,5,PMAA5,ratoon,2/12/2003,9/9/2003,11/12/2003,350,50,155,21,300,9.5,7,20,5,76
PMA,A,6,PMAA6,ratoon,2/12/2003,9/3/2003,11/12/2003,365,52,180,24,330,12.5,8,22,NA,NA
PMA,B,7,PMAB7,ratoon,2/12/2003,9/12/2003,11/12/2003,385,52,160,25,210,8,7,22,NA,NA
PMA,B,8,PMAB8,ratoon,2/12/2003,NA,NA,NA,NA,150,25,NA,NA,NA,NA,NA,NA
PMA,B,9,PMAB9,ratoon,2/12/2003,9/2/2003,11/12/2003,365,48,53,15,200,11,7,22,NA,NA
PMA,B,10,PMAB10,ratoon,2/12/2003,9/7/2003,11/12/2003,365,49,110,17,236,10.5,7,21,6,70
PMA,B,11,PMAB11,ratoon,2/12/2003,9/13/2003,11/12/2003,365,49,185,30,300,7.5,7,22,17,126
PMA,B,12,PMAB12,ratoon,2/12/2003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PMA,C,13,PMAC13,ratoon,2/12/2003,9/12/2003,11/12/2003,320,47,110,21,243,6.5,6,20,NA,NA
PMA,C,14,PMAC14,ratoon,2/12/2003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PMA,C,15,PMAC15,ratoon,2/12/2003,9/9/2003,11/12/2003,330,46,90,14,243,9.25,7,20,NA,NA
PMA,C,16,PMAC16,ratoon,2/12/2003,9/9/2003,11/12/2003,350,50,150,21,270,8.5,7,22,1,84
