Cultivar,Block,Plant,Mat ID,Plant cycle,Date planted,Date shooting,Date harvest,Pseudostem height (cm) (shooting),Pseudostem girth at 1m (cm) (shooting),Bunch weight (kg),Number of hands,Number of functional leaves (shooting),Number of Meloidogyne spp. per 30 g fresh root (harvest),Number of Helicotylenchus multicinctus per 30 g fresh root (harvest),Number of Pratylenchus coffea per 30 g fresh root (harvest),Number of Radopholus similis per 30 g fresh root (harvest)
MBalbisianaTani,A,3,MBalbisianaTaniA3,ratoon1,NA,NA,NA,517,106,NA,NA,16,NA,NA,NA,NA
MBalbisianaTani,A,11,MBalbisianaTaniA11,ratoon1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MBalbisianaTani,A,26,MBalbisianaTaniA26,ratoon1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MBalbisianaTani,B,35,MBalbisianaTaniB35,ratoon1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MBalbisianaTani,C,13,MBalbisianaTaniC13,ratoon1,NA,NA,NA,419,90,2.4,8,12,NA,NA,NA,NA
MBalbisianaTani,C,41,MBalbisianaTaniC41,ratoon1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MBalbisianaTani,C,50,MBalbisianaTaniC50,ratoon1,NA,NA,NA,468,91,NA,NA,16,45,0,0,0
MBalbisianaTani,C,70,MBalbisianaTaniC70,ratoon1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MBalbisianaTani,D,9,MBalbisianaTaniD9,ratoon1,NA,NA,NA,446,82,NA,NA,13,NA,NA,NA,NA
MBalbisianaTani,D,27,MBalbisianaTaniD27,ratoon1,NA,NA,NA,NA,NA,19.4,8,NA,133.3333333,0,0,25
MBalbisianaTani,D,45,MBalbisianaTaniD45,ratoon1,NA,NA,NA,380,72,NA,NA,14,31.66666667,16.66666667,0,0
MBalbisianaTani,D,72,MBalbisianaTaniD72,ratoon1,NA,NA,NA,370,78,NA,NA,12,NA,NA,NA,NA
MBalbisianaTani,E,23,MBalbisianaTaniE23,ratoon1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MBalbisianaTani,E,36,MBalbisianaTaniE36,ratoon1,NA,NA,NA,NA,NA,25.9,8,NA,NA,NA,NA,NA
MBalbisianaTani,E,51,MBalbisianaTaniE51,ratoon1,NA,NA,NA,362,73,3.7,6,13,NA,NA,NA,NA
MBalbisianaTani,F,53,MBalbisianaTaniF53,ratoon1,NA,NA,NA,NA,NA,24.6,10,NA,20,1.666666667,90,0
MBalbisianaTani,F,71,MBalbisianaTaniF71,ratoon1,NA,NA,NA,NA,NA,NA,NA,NA,73.33333333,0,0,0
MBalbisianaTani,G,50,MBalbisianaTaniG50,ratoon1,NA,NA,NA,NA,NA,12.5,8,NA,13.33333333,0,53.33333333,0
MBalbisianaTani,G,56,MBalbisianaTaniG56,ratoon1,NA,NA,NA,398,78,4.4,8,12,NA,NA,NA,NA
MBalbisianaTani,G,72,MBalbisianaTaniG72,ratoon1,NA,NA,NA,396,64,1.6,7,12,NA,NA,NA,NA
Paka,A,5,PakaA5,ratoon1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Paka,A,6,PakaA6,ratoon1,NA,NA,NA,192,42,NA,NA,8,NA,NA,NA,NA
Paka,A,29,PakaA29,ratoon1,NA,NA,NA,NA,NA,NA,NA,NA,125,0,0,0
Paka,A,43,PakaA43,ratoon1,NA,NA,NA,342,72,NA,NA,12,NA,NA,NA,NA
Paka,B,4,PakaB4,ratoon1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Paka,B,33,PakaB33,ratoon1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Paka,C,4,PakaC4,ratoon1,NA,NA,NA,282,60,5,8,13,211.6666667,30,0,0
Paka,C,44,PakaC44,ratoon1,NA,NA,NA,240,53,NA,NA,14,175,0,65,0
Paka,C,61,PakaC61,ratoon1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Paka,D,1,PakaD1,ratoon1,NA,NA,NA,299,52,NA,NA,10,NA,NA,NA,NA
Paka,D,14,PakaD14,ratoon1,NA,NA,NA,317,68,NA,NA,12,NA,NA,NA,NA
Paka,D,40,PakaD40,ratoon1,NA,NA,NA,NA,NA,NA,NA,NA,13.33333333,0,0,0
Paka,D,56,PakaD56,ratoon1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Paka,E,2,PakaE2,ratoon1,NA,NA,NA,NA,NA,NA,NA,NA,188.1333333,0,0,0
Paka,E,13,PakaE13,ratoon1,NA,NA,NA,NA,NA,6.9,6,NA,13.33333333,0,0,0
Paka,E,29,PakaE29,ratoon1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Paka,E,64,PakaE64,ratoon1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Paka,F,44,PakaF44,ratoon1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Paka,F,49,PakaF49,ratoon1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Paka,G,48,PakaG48,ratoon1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Paka,G,61,PakaG61,ratoon1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PisangJariBuaya,A,7,PisangJariBuayaA7,ratoon1,NA,NA,NA,276,55,NA,NA,7,NA,NA,NA,NA
PisangJariBuaya,A,30,PisangJariBuayaA30,ratoon1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PisangJariBuaya,A,37,PisangJariBuayaA37,ratoon1,NA,NA,NA,252,77,NA,NA,10,36.66666667,0,0,0
PisangJariBuaya,B,1,PisangJariBuayaB1,ratoon1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PisangJariBuaya,B,14,PisangJariBuayaB14,ratoon1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PisangJariBuaya,B,18,PisangJariBuayaB18,ratoon1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PisangJariBuaya,B,55,PisangJariBuayaB55,ratoon1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PisangJariBuaya,C,7,PisangJariBuayaC7,ratoon1,NA,NA,NA,NA,NA,17,6,NA,385,0,40,0
PisangJariBuaya,C,21,PisangJariBuayaC21,ratoon1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PisangJariBuaya,C,58,PisangJariBuayaC58,ratoon1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PisangJariBuaya,D,8,PisangJariBuayaD8,ratoon1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PisangJariBuaya,D,30,PisangJariBuayaD30,ratoon1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PisangJariBuaya,D,44,PisangJariBuayaD44,ratoon1,NA,NA,NA,NA,NA,NA,NA,NA,20,0,925,0
PisangJariBuaya,D,62,PisangJariBuayaD62,ratoon1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PisangJariBuaya,E,5,PisangJariBuayaE5,ratoon1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PisangJariBuaya,E,11,PisangJariBuayaE11,ratoon1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PisangJariBuaya,E,37,PisangJariBuayaE37,ratoon1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PisangJariBuaya,E,50,PisangJariBuayaE50,ratoon1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PisangJariBuaya,F,56,PisangJariBuayaF56,ratoon1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PisangJariBuaya,G,40,PisangJariBuayaG40,ratoon1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PisangJariBuaya,G,55,PisangJariBuayaG55,ratoon1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PisangJariBuaya,G,74,PisangJariBuayaG74,ratoon1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PisangMas,A,8,PisangMasA8,ratoon1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PisangMas,A,32,PisangMasA32,ratoon1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PisangMas,B,39,PisangMasB39,ratoon1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PisangMas,B,53,PisangMasB53,ratoon1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PisangMas,C,1,PisangMasC1,ratoon1,NA,NA,NA,346,71,NA,NA,12,NA,NA,NA,NA
PisangMas,C,40,PisangMasC40,ratoon1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PisangMas,C,63,PisangMasC63,ratoon1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PisangMas,C,68,PisangMasC68,ratoon1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PisangMas,D,10,PisangMasD10,ratoon1,NA,NA,NA,NA,NA,NA,NA,NA,203.3333333,0,0,0
PisangMas,D,29,PisangMasD29,ratoon1,NA,NA,NA,272,55,5.3,7,10,NA,NA,NA,NA
PisangMas,D,43,PisangMasD43,ratoon1,NA,NA,NA,323,62,NA,NA,14,NA,NA,NA,NA
PisangMas,D,66,PisangMasD66,ratoon1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PisangMas,E,1,PisangMasE1,ratoon1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PisangMas,E,12,PisangMasE12,ratoon1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PisangMas,E,39,PisangMasE39,ratoon1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PisangMas,E,54,PisangMasE54,ratoon1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PisangMas,E,70,PisangMasE70,ratoon1,NA,NA,NA,284,49,13.4,8,5,NA,NA,NA,NA
PisangMas,F,46,PisangMasF46,ratoon1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PisangMas,F,48,PisangMasF48,ratoon1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PisangMas,G,47,PisangMasG47,ratoon1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PisangMas,G,51,PisangMasG51,ratoon1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Saba,B,10,SabaB10,ratoon1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Saba,B,19,SabaB19,ratoon1,NA,NA,NA,270,73,10.8,8,8,NA,NA,NA,NA
Saba,C,19,SabaC19,ratoon1,NA,NA,NA,280,84,12,10,8,NA,NA,NA,NA
Saba,C,55,SabaC55,ratoon1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Saba,D,15,SabaD15,ratoon1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Saba,D,46,SabaD46,ratoon1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Saba,D,59,SabaD59,ratoon1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Saba,D,76,SabaD76,ratoon1,NA,NA,NA,255,78,NA,NA,8,35,203.3333333,121.6666667,0
Saba,E,15,SabaE15,ratoon1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Saba,E,43,SabaE43,ratoon1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Saba,E,65,SabaE65,ratoon1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Saba,E,74,SabaE74,ratoon1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Saba,F,58,SabaF58,ratoon1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Saba,G,46,SabaG46,ratoon1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Saba,G,69,SabaG69,ratoon1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Saba,G,71,SabaG71,ratoon1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Selangor,A,10,SelangorA10,ratoon1,NA,NA,NA,264,76,NA,NA,11,NA,NA,NA,NA
Selangor,A,21,SelangorA21,ratoon1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Selangor,A,46,SelangorA46,ratoon1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Selangor,B,13,SelangorB13,ratoon1,NA,NA,NA,268,77,18.6,7,10,45,0,0,0
Selangor,B,54,SelangorB54,ratoon1,NA,NA,NA,270,75,8,7,9,0,5.666666667,8.333333333,0
Selangor,C,8,SelangorC8,ratoon1,NA,NA,NA,238,66,7.8,7,10,NA,NA,NA,NA
Selangor,C,45,SelangorC45,ratoon1,NA,NA,NA,206,61,NA,NA,9,NA,NA,NA,NA
Selangor,C,51,SelangorC51,ratoon1,NA,NA,NA,245,65,20,8,13,NA,NA,NA,NA
Selangor,C,73,SelangorC73,ratoon1,NA,NA,NA,255,67,6.9,5,10,153.6666667,53.66666667,0,0
Selangor,D,4,SelangorD4,ratoon1,NA,NA,NA,NA,NA,NA,NA,NA,66.66666667,0,0,0
Selangor,D,31,SelangorD31,ratoon1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Selangor,D,55,SelangorD55,ratoon1,NA,NA,NA,NA,NA,11.9,9,NA,30,0,0,0
Selangor,D,57,SelangorD57,ratoon1,NA,NA,NA,NA,NA,8.9,8,NA,NA,NA,NA,NA
Selangor,D,58,SelangorD58,ratoon1,NA,NA,NA,333,98,NA,NA,15,NA,NA,NA,NA
Selangor,E,8,SelangorE8,ratoon1,NA,NA,NA,NA,NA,23,9,NA,70,0,16.66666667,0
Selangor,E,24,SelangorE24,ratoon1,NA,NA,NA,NA,NA,10,6,NA,185,0,0,0
Selangor,E,42,SelangorE42,ratoon1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Selangor,E,67,SelangorE67,ratoon1,NA,NA,NA,NA,NA,22.1,9,NA,138.3333333,0,0,0
Selangor,F,37,SelangorF37,ratoon1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Selangor,F,61,SelangorF61,ratoon1,NA,NA,NA,NA,NA,NA,NA,NA,13.33333333,0,0,0
Selangor,G,43,SelangorG43,ratoon1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Selangor,G,52,SelangorG52,ratoon1,NA,NA,NA,200,62,6.5,6,10,NA,NA,NA,NA
PITA16,C,12,PITA16C12,ratoon1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PITA16,C,17,PITA16C17,ratoon1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PITA16,C,62,PITA16C62,ratoon1,NA,NA,NA,NA,NA,NA,NA,NA,0,0,95,0
PITA16,D,6,PITA16D6,ratoon1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PITA16,D,28,PITA16D28,ratoon1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PITA16,D,41,PITA16D41,ratoon1,NA,NA,NA,NA,NA,NA,NA,NA,191.6666667,54.16666667,0,0
PITA16,D,63,PITA16D63,ratoon1,NA,NA,NA,NA,NA,NA,NA,NA,433.3333333,0,0,0
PITA16,E,28,PITA16E28,ratoon1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PITA16,E,32,PITA16E32,ratoon1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PITA16,E,56,PITA16E56,ratoon1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PITA16,F,34,PITA16F34,ratoon1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PITA16,F,55,PITA16F55,ratoon1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PITA16,F,72,PITA16F72,ratoon1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PITA16,G,38,PITA16G38,ratoon1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PITA16,G,54,PITA16G54,ratoon1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
YangambiKm5,A,12,YangambiKm5A12,ratoon1,NA,NA,NA,350,55,NA,NA,13,NA,NA,NA,NA
YangambiKm5,A,23,YangambiKm5A23,ratoon1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
YangambiKm5,A,48,YangambiKm5A48,ratoon1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
YangambiKm5,B,8,YangambiKm5B8,ratoon1,NA,NA,NA,305,50,20.1,8,6,NA,NA,NA,NA
YangambiKm5,B,37,YangambiKm5B37,ratoon1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
YangambiKm5,C,14,YangambiKm5C14,ratoon1,NA,NA,NA,NA,NA,5.6,9,NA,NA,NA,NA,NA
YangambiKm5,C,18,YangambiKm5C18,ratoon1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
YangambiKm5,C,56,YangambiKm5C56,ratoon1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
YangambiKm5,D,13,YangambiKm5D13,ratoon1,NA,NA,NA,NA,NA,9.2,6,NA,NA,NA,NA,NA
YangambiKm5,D,51,YangambiKm5D51,ratoon1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
YangambiKm5,D,74,YangambiKm5D74,ratoon1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
YangambiKm5,E,19,YangambiKm5E19,ratoon1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
YangambiKm5,E,31,YangambiKm5E31,ratoon1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
YangambiKm5,E,61,YangambiKm5E61,ratoon1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
YangambiKm5,E,73,YangambiKm5E73,ratoon1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
YangambiKm5,F,35,YangambiKm5F35,ratoon1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
YangambiKm5,F,65,YangambiKm5F65,ratoon1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
YangambiKm5,F,69,YangambiKm5F69,ratoon1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
YangambiKm5,G,45,YangambiKm5G45,ratoon1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
YangambiKm5,G,67,YangambiKm5G67,ratoon1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
