Number_K,Number_H,Country_ID,Envnt,Env_ID,plot_name.y,accession_name.y,plot_number.y,plot_id,block_number,is_a_control,rep_number,row_number,col_number,Number_G,location_name.y,which_cycle.y,Block_ID.y,Plot_ID.y,New_Genotype,Genotype_ID.y,New_Geno,Geno_ID,Number_of_functional_leaves_count_at_harvesting_COMP_0000296_mean,harvest_sucker_functional_leaves.CO_325.0000676_mean,Tallest_sucker_height_in_cm_at_harvesting_COMP.0000306_mean,Rank_of_oldest_standing_leaf_count_at_harvesting_COMP.0000310_mean,harvest_leafspot_number_standing_leaves.CO_325.0000759_mean,Black_Sigatoka_disease_infection_index_at_harvesting_COMP.0000281_mean,Youngest_leaf_spotted_rank_at_harvesting_COMP.0000307_mean,Index_of_non_spotted_leaves_calculation_at_harvesting_COMP.0000294_mean,harvest_youngest_leaf_with_BLS_symptoms_mean,harvest_fusarium_rating_external.CO_325.0000750_mean,Bunch_weight_in_kg_at_harvesting_COMP.0000282_mean,Number_of_hands_in_bunch_count_at_harvesting_COMP.0000297_mean,Multiple_hand_weight_in_kg_at_harvesting_COMP.0000308_mean,Average_hand_weight_in_kg_at_harvesting_COMP.0000279_mean,harvest_rachis_weight.CO_325.0000670_mean,harvest_number_fingers_bunch.CO_325.0000717_mean,Average_number_of_fingers_in_hand_calculation_at_harvesting_COMP.0000309_mean,Days_planting_to_shooting_mean,Days_planting_to_harvest_mean,Days_shooting_harvest_mean,harvest_average_finger_weight.CO_325.0000335_mean,Average_finger_external_length_in_cm_CO_325.0000338_mean,harvest_average_finger_circumf.CO_325.0000345_mean,harvest_average_finger_diameter.CO_325.0000349_mean,Average_fruit_pulp_lateral_diameter_in_cm_CO_325.0000353_mean,Average_finger_peel_thickness_in_mm_CO_325.0000356_mean,Previous_Cycle_Days_planting_to_harvest_mean,Cycle_Length,Days_Year,Annual_Crop_Cycle_Proportion,Plants_per_Ha,Bunch_Yield_t_per_Ha_per_Yr,MHW_Yield_tons_per_Ha_per_Yr,REMOVE_FROM_ANALYSIS_BWT_0
2221,17,Tanzania,Ma_rt1,2,2016_Maruku_24,NARITA 20,24,127904,1,NA,1,3,8,8,Maruku,ratoon1,1,24,NARITA_20    ,20,NARITA_20    ,20,0,7,330,7,7,0,0,-14.28571429,0,1,12.9,10,12.8,1.28,0.1,163,16,.,845,.,0.075,15,9.5,2.916666667,2.483333333,4.333333333,658,187,365,1.951871658,1111,27.97402941,27.75717647,No
2224,20,Tanzania,Ma_rt1,2,2016_Maruku_27,NARITA 18,27,127847,2,NA,1,1,11,9,Maruku,ratoon1,2,27,NARITA_18    ,18,NARITA_18    ,18,3,2,45,3,3,0,0,-33.33333333,0,1,17.4,9,16.7,1.855555556,0.7,146,16,.,968,.,0.15,15.08333333,13.08333333,3.366666667,2.933333333,4.333333333,.,.,365,.,1111,.,.,No
2226,22,Tanzania,Ma_rt1,2,2016_Maruku_29,NARITA 26,29,127866,2,NA,1,1,13,10,Maruku,ratoon1,2,29,NARITA_26    ,26,NARITA_26    ,26,0,6,265,6,6,3.571428572,3.5,32.85714286,3.5,1,11.25,7.5,10.8,1.408928572,0.45,111,14,.,947.5,.,0.0875,18.25,9.833333332,2.541666667,2.125,4.166666667,703,244.5,365,1.492842536,1111,18.65866564,17.91231902,No
2228,25,Tanzania,Ma_rt1,2,2016_Maruku_31,Cachaco,31,NA,2,NA,NA,NA,NA,11,Maruku,ratoon1,2,31,Cachaco      ,32,Cachaco      ,32,0,8,270,8,8,0,0,-12.5,0,1,17.4,7,16.6,2.371428571,0.8,94,13,.,793,.,0.15,17,13.41666667,3.783333333,3.333333333,4.5,.,.,365,.,1111,.,.,No
2231,28,Tanzania,Ma_rt1,2,2016_Maruku_32,NARITA 15,32,NA,2,NA,NA,NA,NA,12,Maruku,ratoon1,2,32,NARITA_15    ,15,NARITA_15    ,15,0,8,140,8,8,6.25,8,87.5,8,1,8.9,7,6.9,0.985714286,2,98,14,.,968,.,0.0375,11,8.916666667,2.266666667,1.833333333,4.333333333,629,339,365,1.076696165,1111,10.64626401,8.253845133,No
2232,29,Tanzania,Ma_rt1,2,2016_Maruku_33,NARITA 27,33,127832,2,NA,1,2,9,13,Maruku,ratoon1,2,33,NARITA_27    ,27,NARITA_27    ,27,0,5,190,5,5,10,5,80,5,1,20.1,7,19.2,2.742857143,0.9,111,15,.,1028,.,0.183333333,17.16666667,14.16666667,4.366666667,3.75,4.333333333,.,.,365,.,1111,.,.,No
2233,30,Tanzania,Ma_rt1,2,2016_Maruku_34,NARITA 11,34,127924,2,NA,1,2,10,14,Maruku,ratoon1,2,34,NARITA_11    ,11,NARITA_11    ,11,2.5,6.5,242.5,6.5,6.5,0,0,-15.47619048,0,1,14.6,8.5,14.1,1.570714286,0.5,144,16.5,.,968,.,0.09375,16.875,11.625,2.941666667,2.508333334,4.333333333,835,133,365,2.744360902,1111,44.51518045,42.99068797,No
2237,34,Tanzania,Ma_rt1,2,2016_Maruku_38,NARITA 19,38,127922,2,NA,1,2,14,15,Maruku,ratoon1,2,38,NARITA_19    ,19,NARITA_19    ,19,0,6,140,6,6,5.555555556,6,83.33333333,6,1,4.5,4,4.1,1.025,0.4,39,9,.,996,.,0.0375,11,8.5,2.583333333,2.15,4.333333333,.,.,365,.,1111,.,.,No
2242,39,Tanzania,Ma_rt1,2,2016_Maruku_42,NARITA 13,42,127908,2,NA,1,3,10,16,Maruku,ratoon1,2,42,NARITA_13    ,13,NARITA_13    ,13,0.5,4.5,210,4.5,4.5,4.1666665,3,25,3,1,17.1,9,16.65,1.86125,0.45,156.5,17,.,814,.,0.1125,17.16666667,11.58333334,3.1,2.65,4.5,554.3333333,259.6666667,365,1.405648267,1111,26.70464634,26.00189249,No
2243,40,Tanzania,Ma_rt1,2,2016_Maruku_43,NARITA 7,43,127926,2,NA,1,3,11,17,Maruku,ratoon1,2,43,NARITA_07    ,7,NARITA_07    ,7,1.2,7.2,266,7,7,5.904762,3,20.309524,3,1,13.6,8,12.54,1.516233766,1.06,120.8,14.6,.,872.8,.,0.105,15.11666667,12.5,3.476666667,3.046666667,4.233333333,651,221.8,365,1.645626691,1111,24.86476105,22.92677232,No
2244,41,Tanzania,Ma_rt1,2,2016_Maruku_44,NARITA 8,44,127844,2,NA,1,3,12,18,Maruku,ratoon1,2,44,NARITA_08    ,8,NARITA_08    ,8,0,5,295,5,5,6.666667,5,80,5,1,18.1,8,17.6,2.2,0.5,129,16,.,855,.,0.1,17.83333333,12.41666667,3.216666667,2.8,4.166666667,630.3333333,224.6666667,365,1.62462908,1111,32.66982863,31.76734718,No
2247,44,Tanzania,Ma_rt1,2,2016_Maruku_47,NARITA 4,47,127920,2,NA,1,3,15,19,Maruku,ratoon1,2,47,NARITA_04    ,4,NARITA_04    ,4,0,7,180,7,7,7.142857,7,85.71429,7,1,14.1,7,13.5,1.928571429,0.6,114,16,.,990,.,0.075,15.83333333,11.08333333,2.916666667,2.466666667,4.5,.,.,365,.,1111,.,.,No
2257,55,Tanzania,Ma_rt1,2,2016_Maruku_57,NARITA 26,57,127850,3,NA,1,5,1,20,Maruku,ratoon1,3,57,NARITA_26    ,26,NARITA_26    ,26,0,6,280,6,6,0,6,83.33333,0,1,9.2,8,8.2,1.025,1,120,15,.,792,.,0.035,16.83333333,10.41666667,2.866666667,2.45,4.166666667,573.5,218.5,365,1.670480549,1111,17.07431579,15.2184119,No
2268,66,Tanzania,Ma_rt1,2,2016_Maruku_67,NARITA 7,67,127886,3,NA,1,6,3,21,Maruku,ratoon1,3,67,NARITA_07    ,7,NARITA_07    ,7,3,7,230,7,7,9.52381,7,85.71429,7,1,12.7,7,12.2,1.742857143,0.5,106,15,.,807,.,0.15,16.66666667,11.75,3.15,2.716666667,4.333333333,604.5,202.5,365,1.802469136,1111,25.43229877,24.43102716,No
2270,68,Tanzania,Ma_rt1,2,2016_Maruku_69,NARITA 27,69,127901,3,NA,1,6,5,22,Maruku,ratoon1,3,69,NARITA_27    ,27,NARITA_27    ,27,0,4,62,4,4,8.333333,4,75,4,1,29.9,12,29.5,2.458333333,0.4,196,16,.,819,.,0.15,19.5,11.08333333,2.816666667,2.366666667,4.666666667,564.5,254.5,365,1.434184676,1111,47.64203733,47.00468566,No
2275,75,Tanzania,Ma_rt1,2,2016_Maruku_74,NARITA 7,74,127846,4,NA,1,4,10,23,Maruku,ratoon1,4,74,NARITA_07    ,7,NARITA_07    ,7,7,9,320,9,9,12.96296,8,77.77778,8,1,21.2,10,19.6,1.96,1.6,186,18,.,968,.,0.15,15.41666667,13.41666667,3.4,2.95,4.5,656.5,311.5,365,1.171749599,1111,27.59845265,25.51555056,No
2277,77,Tanzania,Ma_rt1,2,2016_Maruku_76,Enyoya,76,127882,4,1,1,4,12,24,Maruku,ratoon1,4,76,Enyoya       ,30,Enyoya       ,30,5,10,260,10,10,11.66667,9,80,9,1,6.1,5,5.7,1.14,0.4,66,13,.,994,.,0.15,16.83333333,12.33333333,3.316666667,2.9,4.166666667,646.6,347.4,365,1.050662061,1111,7.120441854,6.653527634,No
2278,78,Tanzania,Ma_rt1,2,2016_Maruku_77,Gros michel,77,127864,4,1,1,4,13,25,Maruku,ratoon1,4,77,Gros_Michel  ,33,Gros_Michel  ,33,4,8,242.5,8,8,8.7962965,5.75,55.9523825,5.75,1,17.6,8.25,16.425,2.020714286,1.175,127.25,14.75,.,938,.,0.175,17.04166667,13.3125,3.629166667,3.204166667,4.333333333,760,178,365,2.050561798,1111,40.09586517,37.41901053,No
2279,79,Tanzania,Ma_rt1,2,2016_Maruku_78,NARITA 15,78,127860,4,NA,1,4,14,26,Maruku,ratoon1,4,78,NARITA_15    ,15,NARITA_15    ,15,0.666666667,7,233.3333333,7,7,14.96913567,4,42.12963,4,1,7.033333333,6.333333333,5.866666667,0.925396826,1.166666667,89,13.66666667,.,826.6666667,.,0.048333333,12.44444444,9.516666668,2.622222222,2.2,4.222222222,583.6666667,243,365,1.502057613,1111,11.73712826,9.790211249,No
2280,80,Tanzania,Ma_rt1,2,2016_Maruku_79,NARITA 21,79,127906,4,NA,1,4,15,27,Maruku,ratoon1,4,79,NARITA_21    ,21,NARITA_21    ,21,3.5,8.5,237.5,8.5,8.5,0,5.5,37.12121,0,1,25.1,10,23.9,2.39,1.2,182,18,.,890.5,.,.,.,.,.,.,.,656.5,234,365,1.55982906,1111,43.49754915,41.41798504,No
2282,83,Tanzania,Ma_rt1,2,2016_Maruku_80,NARITA 25,80,NA,4,NA,NA,NA,NA,28,Maruku,ratoon1,4,80,NARITA_25    ,25,NARITA_25    ,25,0,11,270,11,11,7.575758,10,81.81818,10,1,20.5,9,20.1,2.233333333,0.4,144,16,.,699,.,0.075,15.25,10.83333333,3.2,2.766666667,4.333333333,565,134,365,2.723880597,1111,62.03774254,60.82725,No
2283,84,Tanzania,Ma_rt1,2,2016_Maruku_81,Williams,81,127874,4,1,1,5,9,29,Maruku,ratoon1,4,81,Williams     ,34,Williams     ,34,0,8,180,8,8,6.25,8,87.5,8,1,6.4,5,5.7,1.14,0.7,59,11,.,990,.,0.0375,15.33333333,11,2.75,2.3,4.5,619.8571429,370.1428571,365,0.986105751,1111,7.01160633,6.244711888,No
2285,86,Tanzania,Ma_rt1,2,2016_Maruku_83,NARITA 20,83,127897,4,NA,1,5,11,30,Maruku,ratoon1,4,83,NARITA_20    ,20,NARITA_20    ,20,1,8,266.6666667,8,8,12.55511333,7.333333333,78.90211667,7.333333333,1,10.76666667,6.666666667,9.4,1.396825397,1.366666667,97,14.33333333,.,748,.,0.048333333,14.30555556,10.15,2.8,2.377777778,4.222222222,550.75,197.25,365,1.850443599,1111,22.13457457,19.32492269,No
2286,87,Tanzania,Ma_rt1,2,2016_Maruku_84,NARITA 27,84,127848,4,NA,1,5,12,31,Maruku,ratoon1,4,84,NARITA_27    ,27,NARITA_27    ,27,1.333333333,5.333333333,196.6666667,5.333333333,5.333333333,8.88889,3.666666667,42.14285667,3.666666667,1,14.96666667,7,14.16666667,2.066865079,0.8,134,19.33333333,.,827.6666667,.,0.083333333,17.30555555,11.02777778,3.15,2.705555556,4.333333333,559.2,268.4666667,365,1.359572883,1111,22.60693258,21.3985442,No
2288,89,Tanzania,Ma_rt1,2,2016_Maruku_86,NARITA 26,86,127881,4,NA,1,5,14,32,Maruku,ratoon1,4,86,NARITA_26    ,26,NARITA_26    ,26,0.75,9,325,8.25,8.25,0,0,-12.4206325,0,1,19.35,9.5,19.45,2.038888889,-0.1,162,16.5,.,692.75,.,0.13875,16.69166667,11.77083334,3.279166667,2.85,4.083333333,507,185.75,365,1.965006729,1111,42.24341992,42.46173217,No
2289,90,Tanzania,Ma_rt1,2,2016_Maruku_87,NARITA 19,87,127862,4,NA,1,5,15,33,Maruku,ratoon1,4,87,NARITA_19    ,19,NARITA_19    ,19,0.75,6.5,238.75,6.5,6.5,6.59722175,5,37.4999975,3,1,6.65,6.25,5.95,0.933809524,0.7,88.5,13.75,.,714.25,.,12.52625,12.89583334,8.716666667,2.6375,2.216666667,4.25,526,188.25,365,1.938911023,1111,14.32496547,12.81707437,No
2290,91,Tanzania,Ma_rt1,2,2016_Maruku_88,NARITA 13,88,127892,4,NA,1,5,16,34,Maruku,ratoon1,4,88,NARITA_13    ,13,NARITA_13    ,13,1.666666667,7.888888889,206.1111111,7.888888889,7.888888889,5.619622556,4.666666667,38.24034,4.666666667,1,20.22222222,9,19.82222222,2.167566137,0.4,158.3333333,17.22222222,.,642.7777778,.,0.103333333,18.12037037,11.39814815,3.303703704,2.877777778,4.222222222,497.8333333,144.9444445,365,2.518206208,1111,56.57625908,55.45716824,No
2294,95,Tanzania,Ma_rt1,2,2016_Maruku_91,NARITA 12,91,127859,4,NA,1,6,11,35,Maruku,ratoon1,4,91,NARITA_12    ,12,NARITA_12    ,12,2.333333333,6,253.3333333,6,6,8.024692333,4.333333333,47.96296333,4.333333333,1,18,9,17.63333333,1.966666667,0.366666667,154.3333333,16.66666667,.,748.3333333,.,0.075,18.44444444,11.11111111,3.027777778,2.605555556,4.222222222,566,182.3333333,365,2.001828154,1111,40.03255942,39.21708135,No
2295,96,Tanzania,Ma_rt1,2,2016_Maruku_92,NARITA 10,92,127853,4,NA,1,6,12,36,Maruku,ratoon1,4,92,NARITA_10    ,10,NARITA_10    ,10,0,6,140,6,6,19.44444,5,66.66667,5,1,16.6,9,16,1.777777778,0.6,158,17,.,790,.,0.075,18,11,3.1,2.65,4.5,560.8,229.2,365,1.592495637,1111,29.36976003,28.30820244,No
2296,97,Tanzania,Ma_rt1,2,2016_Maruku_93,NARITA 22,93,127863,4,NA,1,6,13,37,Maruku,ratoon1,4,93,NARITA_22    ,22,NARITA_22    ,22,3.666666667,7.333333333,290,7.333333333,7.333333333,6.666666333,7.333333333,85.55555333,7.333333333,1,17.86666667,8.666666667,17.76666667,2.060185185,0.1,144,16.33333333,.,710,.,0.125,17.19444444,11.80555556,3.438888889,3.016666667,4.222222222,552.3333333,157.6666667,365,2.31501057,1111,45.95265116,45.69545349,No
2297,98,Tanzania,Ma_rt1,2,2016_Maruku_94,NARITA 23,94,NA,4,NA,NA,NA,NA,39,Maruku,ratoon1,4,94,NARITA_23    ,23,NARITA_23    ,23,5,9,310,9,9,11.6666665,8,35,4,1,34.25,11.5,33.9,2.956818182,0.35,192.5,16.5,.,674.5,.,75.075,16.91666667,14.125,4.308333333,3.875,4.083333334,476,198.5,365,1.838790932,1111,69.96921285,69.25419899,No
2298,99,Tanzania,Ma_rt1,2,2016_Maruku_94,NARITA 4,94,127917,4,NA,1,6,14,38,Maruku,ratoon1,4,94,NARITA_04    ,4,NARITA_04    ,4,3,8.333333333,230,8.333333333,8.333333333,2.083333333,1,0.462963333,2.666666667,1,41.43333333,10.66666667,40.63333333,3.806969697,0.8,247.6666667,23,.,739.3333333,.,0.15,18.88888889,13.11111111,3.666666667,3.222222222,4.222222222,548.25,191.0833333,365,1.910161361,1111,87.9293755,86.23162408,No
2299,100,Tanzania,Ma_rt1,2,2016_Maruku_95,NARITA 2,95,127849,4,NA,1,6,15,40,Maruku,ratoon1,4,95,NARITA_02    ,2,NARITA_02    ,2,1.6,7.8,279,7.8,7.8,2.777778,1,6.611112,1,1,20.9,8.8,19.08,2.130227273,1.82,152.4,16.6,.,766,.,30.067,17.1,11.56666666,3.223333334,2.813333333,4.166666667,525.25,240.75,365,1.516095535,1111,35.20358671,32.13801121,No
2300,101,Tanzania,Ma_rt1,2,2016_Maruku_96,Cachaco,96,127912,4,1,1,6,16,41,Maruku,ratoon1,4,96,Cachaco      ,32,Cachaco      ,32,2,5,250,5,5,0,0,-20,0,1,8.1,6,7.5,1.25,0.6,66,11,.,996,.,0.15,14.91666667,11.91666667,3.333333333,2.916666667,4.166666667,559,437,365,0.835240275,1111,7.516410755,6.959639588,No
2310,79,Tanzania,Ma_rt2,3,2016_Maruku_8,Williams,8,127921,1,1,1,1,8,3,Maruku,ratoon2,1,8,Williams     ,34,Williams     ,34,1,8,232.5,8,8,14.58333333,7,75,7,1,10.7,5,9.25,1.879166667,1.45,70,13.5,.,1137.5,.,0.0375,7.416666665,5.416666665,1.591666667,1.391666667,2,.,.,365,.,1111,.,.,No
2311,91,Tanzania,Ma_rt2,3,2016_Maruku_9,NARITA 8,9,127918,1,NA,1,2,1,4,Maruku,ratoon2,1,9,NARITA_08    ,8,NARITA_08    ,8,4,8,275,8,8,0,0,-12.5,0,1,12.9,6,11.4,1.9,1.5,105,17,.,1143,.,0.075,18,11.5,3.3,2.883333333,4.166666667,.,.,365,.,1111,.,.,No
2312,2,Tanzania,Ma_rt2,3,2016_Maruku_10,NARITA 15,10,127855,1,NA,1,2,2,1,Maruku,ratoon2,1,10,NARITA_15    ,15,NARITA_15    ,15,2,3,140,3,3,0,0,-33.33333333,0,1,6.6,5,5.5,1.1,1.1,64,12,1043,1143,100,0.075,14.5,10.25,2.95,2.5,4.5,970,173,365,2.10982659,1111,15.47051445,12.89209538,No
2326,16,Tanzania,Ma_rt2,3,2016_Maruku_23,NARITA 11,23,127910,1,NA,1,3,7,2,Maruku,ratoon2,1,23,NARITA_11    ,11,NARITA_11    ,11,3,7,280,7,7,0,0,-14.28571429,0,1,16.8,9,16.3,1.811111111,0.5,150,16,.,967,.,0.075,19.41666667,11.91666667,3.183333333,2.733333333,4.5,793,174,365,2.097701149,1111,39.15317241,37.98789943,No
2333,24,Tanzania,Ma_rt2,3,2016_Maruku_30,NARITA 14,30,127893,2,NA,1,1,14,5,Maruku,ratoon2,2,30,NARITA_14    ,14,NARITA_14    ,14,6,8,240,8,8,0,0,-12.5,0,1,21.8,10,20.8,2.08,1,165,16,.,1142,.,.,.,.,.,.,.,.,.,365,.,1111,.,.,No
2339,28,Tanzania,Ma_rt2,3,2016_Maruku_34,NARITA 11,34,127924,2,NA,1,2,10,6,Maruku,ratoon2,2,34,NARITA_11    ,11,NARITA_11    ,11,1.5,6.5,255,6.5,6.5,0,0,-15.47619048,0,1,16.9,8.5,16.2,1.92,0.7,143,16,1043,1137,95,0.15,16.375,11.08333333,3.166666667,2.733333333,4.25,968,169,365,2.159763314,1111,40.5515,38.87185207,No
2343,32,Tanzania,Ma_rt2,3,2016_Maruku_38,NARITA 19,38,127922,2,NA,1,2,14,7,Maruku,ratoon2,2,38,NARITA_19    ,19,NARITA_19    ,19,0,7,220,7,7,0,0,-14.28571429,0,1,12.8,7,12.8,1.828571429,0,108,15,1021,1142,121,.,.,.,.,.,.,996,146,365,2.5,1111,35.552,35.552,No
2348,37,Tanzania,Ma_rt2,3,2016_Maruku_42,NARITA 13,42,127908,2,NA,1,3,10,8,Maruku,ratoon2,2,42,NARITA_13    ,13,NARITA_13    ,13,3,6,210,6,6,5.555556,6,83.33333,6,1,18.4,8,17,2.125,1.4,136,17,1058,1143,85,0.15,17,11,3.15,2.766666667,4.166666667,814,329,365,1.109422492,1111,22.67925836,20.95366261,No
2349,38,Tanzania,Ma_rt2,3,2016_Maruku_43,NARITA 7,43,127926,2,NA,1,3,11,9,Maruku,ratoon2,2,43,NARITA_07    ,7,NARITA_07    ,7,4.666666667,7.333333333,241.6666667,7.333333333,7.333333333,6.250001,4.333333333,48.61111,4.333333333,1,20.6,9.333333333,19.5,2.098888889,1.1,154.6666667,16,.,1059.666667,.,0.166666667,15.98333333,13.36111111,3.833333333,3.394444444,4.444444445,872.8,186.866667,365,1.953264356,1111,44.70358001,42.31649564,No
2373,64,Tanzania,Ma_rt2,3,2016_Maruku_66,NARITA 9,66,NA,3,NA,NA,NA,NA,10,Maruku,ratoon2,3,66,NARITA_09    ,9,NARITA_09    ,9,2,10,215,0,0,0,0,0,0,1,9.4,6,8.7,1.45,0.7,76,12,.,1153,.,0.073333333,18.83333333,10.66666667,3.15,2.683333333,4,.,.,365,.,1111,.,.,No
2381,73,Tanzania,Ma_rt2,3,2016_Maruku_74,NARITA 7,74,127846,4,NA,1,4,10,11,Maruku,ratoon2,4,74,NARITA_07    ,7,NARITA_07    ,7,4,7.333333333,301.6666667,7.333333333,7.333333333,9.52381,1.666666667,10.11905,1.666666667,1,20.96666667,9.666666667,19.56666667,2.030639731,1.4,166,16.66666667,.,1042,.,0.166666667,17.30555556,13.30555556,3.822222222,3.327777778,4.388888889,968,74,365,4.932432432,1111,114.8959167,107.2240113,No
2384,76,Tanzania,Ma_rt2,3,2016_Maruku_77,Gros michel,77,127864,4,1,1,4,13,12,Maruku,ratoon2,4,77,Gros_Michel  ,33,Gros_Michel  ,33,2,9.5,300,9.5,9.5,0,0,-10.7954545,0,1,30.75,9.5,29.9,3.135,0.85,177.5,18,.,1138,.,.,.,.,.,.,.,938,200,365,1.825,1111,62.34793125,60.6244925,No
2385,77,Tanzania,Ma_rt2,3,2016_Maruku_78,NARITA 15,78,127860,4,NA,1,4,14,13,Maruku,ratoon2,4,78,NARITA_15    ,15,NARITA_15    ,15,0,7,280,7,7,0,0,-14.28571,0,1,10.2,10,9.8,0.98,0.4,154,15,.,1112,.,0.075,13.58333333,11.75,3.133333333,2.716666667,4.166666667,826.6666667,285.3333333,365,1.279205608,1111,14.49621379,13.92773481,No
2386,78,Tanzania,Ma_rt2,3,2016_Maruku_79,NARITA 21,79,127906,4,NA,1,4,15,14,Maruku,ratoon2,4,79,NARITA_21    ,21,NARITA_21    ,21,6.333333333,11.33333333,250,11.33333333,11.33333333,8.333333333,6.666666667,46.66666667,6.666666667,1,17.76666667,8.333333333,20.7,2.427261905,-2.933333333,154,17.66666667,.,1044,.,0.1,10.16666667,7.916666667,1.966666667,1.677777778,2.888888889,890.5,153.5,365,2.377850163,1111,46.93582954,54.68508469,No
2388,81,Tanzania,Ma_rt2,3,2016_Maruku_80,NARITA 25,80,NA,4,NA,NA,NA,NA,15,Maruku,ratoon2,4,80,NARITA_25    ,25,NARITA_25    ,25,4,8,275,8,8,0,0,-12.5,0,1,32.4,11,32,2.909090909,0.4,191,17,.,1142,.,.,.,.,.,.,.,699,443,365,0.823927765,1111,29.65843341,29.29227991,No
2391,84,Tanzania,Ma_rt2,3,2016_Maruku_83,NARITA 20,83,127897,4,NA,1,5,11,16,Maruku,ratoon2,4,83,NARITA_20    ,20,NARITA_20    ,20,0,5,220,5,5,0,0,-20,0,1,15.1,9,14.2,1.577777778,0.9,155,17,.,994,.,.,.,.,.,.,.,748,246,365,1.483739837,1111,24.89136789,23.40777642,No
2394,87,Tanzania,Ma_rt2,3,2016_Maruku_86,NARITA 26,86,127881,4,NA,1,5,14,17,Maruku,ratoon2,4,86,NARITA_26    ,26,NARITA_26    ,26,2.5,7.5,316.25,7.5,7.5,5.2083325,3.75,33.3333325,3.75,1,23.15,10.75,22.075,2.038409091,1.075,186.5,17,.,841,.,0.13125,18.02083333,12.08333333,3.2875,2.866666667,4.208333333,692.75,148.25,365,2.462057336,1111,63.32325295,60.38275632,No
2395,88,Tanzania,Ma_rt2,3,2016_Maruku_87,NARITA 19,87,127862,4,NA,1,5,15,18,Maruku,ratoon2,4,87,NARITA_19    ,19,NARITA_19    ,19,0.666666667,7,220,6.666666667,6.666666667,6.448411667,4.666666667,46.90476333,4.666666667,1,9.4,6,8.966666667,1.481269841,0.433333333,90.33333333,14.66666667,.,812.3333333,.,0.061666667,15.25,10.68333333,2.7,2.272222222,4.277777778,714.25,98.0833333,365,3.721325405,1111,38.86328973,37.07171964,No
2396,89,Tanzania,Ma_rt2,3,2016_Maruku_88,NARITA 13,88,127892,4,NA,1,5,16,19,Maruku,ratoon2,4,88,NARITA_13    ,13,NARITA_13    ,13,3.666666667,7,195,7,7,10.57098667,5,42.59259333,5,1,23.9,10.66666667,24.33333333,2.288131313,-0.433333333,199.3333333,18,.,995.3333333,.,0.133333333,18.36111111,12,3.238888889,2.805555555,4.333333333,642.7777778,352.5555555,365,1.035297826,1111,27.49015963,27.98858651,No
2400,93,Tanzania,Ma_rt2,3,2016_Maruku_91,NARITA 12,91,127859,4,NA,1,6,11,20,Maruku,ratoon2,4,91,NARITA_12    ,12,NARITA_12    ,12,1.5,6.5,165,6.5,6.5,2.0833335,4,33.75,4,1,12.15,7.5,11.95,1.583035715,0.2,113.5,14.5,.,982,.,0.075,17.375,11.25,2.858333334,2.441666667,4.166666667,748.3333333,233.6666667,365,1.562054208,1111,21.08562304,20.73853459,No
2402,95,Tanzania,Ma_rt2,3,2016_Maruku_93,NARITA 22,93,127863,4,NA,1,6,13,21,Maruku,ratoon2,4,93,NARITA_22    ,22,NARITA_22    ,22,2.666666667,9,313.3333333,9,9,7.407406333,5.333333333,48.14815,5.333333333,1,26.96666667,10,26.13333333,2.61780303,0.833333333,169.6666667,16.66666667,.,821,.,0.15,19.30555555,12.25,3.344444444,2.905555555,4.388888889,710,111,365,3.288288288,1111,98.51700752,95.47260059,No
2405,97,Tanzania,Ma_rt2,3,2016_Maruku_95,NARITA 2,95,127849,4,NA,1,6,15,22,Maruku,ratoon2,4,95,NARITA_02    ,2,NARITA_02    ,2,1.5,5,295,5,5,0,0,-20.833335,0,1,13,7.5,12.35,1.652678572,0.65,114,14.5,.,981,.,0.15,16.41666667,11.66666667,3.041666667,2.625,4.166666667,766,215,365,1.697674419,1111,24.51951163,23.29353605,No
2409,13,Tanzania,Ma_rt3,4,2016_Maruku_2,Enyoya,2,127889,1,1,1,1,2,2,Maruku,ratoon3,1,2,Enyoya       ,30,Enyoya       ,30,2,7,215,7,7,0,0,-14.28571429,0,1,31.9,10,28.1,2.81,3.8,204,20,.,1143,.,0.15,19.91666667,12.16666667,3.416666667,2.983333333,4.333333333,.,.,365,.,1111,.,.,No
2413,57,Tanzania,Ma_rt3,4,2016_Maruku_6,NARITA 26,6,127913,1,NA,1,1,6,3,Maruku,ratoon3,1,6,NARITA_26    ,26,NARITA_26    ,26,1,6,238.3333333,6,6,0,0,-16.98412699,0,1,10.86666667,6,9.366666667,1.53968254,1.5,94.66666667,15.33333333,.,1143,.,0.125,16.66666667,11.11111111,3.194444444,2.772222222,4.222222222,.,.,365,.,1111,.,.,No
2415,69,Tanzania,Ma_rt3,4,2016_Maruku_7,NARITA 6,7,NA,1,NA,NA,NA,NA,4,Maruku,ratoon3,1,7,NARITA_06    ,6,NARITA_06    ,6,1,7,192.5,3.5,3.5,3.571428572,3.5,42.85714286,3.5,1,13.3,7.5,12.7,1.690178572,0.6,127,16.5,.,1143,.,0.075,15,10.95833334,3.191666667,2.741666667,4.5,.,.,365,.,1111,.,.,No
